20162017,20172018,20182019,20192020,20202021,20212022,20222023,20232024
"{'jerseyNumber': 36, 'apiID': 8476941, 'name': 'Connor Carrick', 'position': 'Defenseman', 'firstName': 'Connor', 'lastName': 'Carrick'}","{'jerseyNumber': 38, 'apiID': 8477512, 'name': 'Frederik Gauthier', 'position': 'Center', 'firstName': 'Frederik', 'lastName': 'Gauthier'}","{'jerseyNumber': 34, 'apiID': 8479318, 'name': 'Auston Matthews', 'position': 'Center', 'firstName': 'Auston', 'lastName': 'Matthews'}","{'jerseyNumber': 33, 'apiID': 8478408, 'name': 'Travis Dermott', 'position': 'Defenseman', 'firstName': 'Travis', 'lastName': 'Dermott'}","{'jerseyNumber': 88, 'apiID': 8477939, 'name': 'William Nylander', 'position': 'Right Wing', 'firstName': 'William', 'lastName': 'Nylander'}","{'jerseyNumber': 16, 'apiID': 8478483, 'name': 'Mitchell Marner', 'position': 'Right Wing', 'firstName': 'Mitchell', 'lastName': 'Marner'}","{'jerseyNumber': 20, 'apiID': 8478211, 'name': 'Dryden Hunt', 'position': 'Left Wing', 'firstName': 'Dryden', 'lastName': 'Hunt'}","{'jerseyNumber': 48, 'apiID': 8479320, 'name': 'Max Lajoie', 'position': 'Defenseman', 'firstName': 'Max', 'lastName': 'Lajoie'}"
"{'jerseyNumber': 28, 'apiID': 8477015, 'name': 'Connor Brown', 'position': 'Right Wing', 'firstName': 'Connor', 'lastName': 'Brown'}","{'jerseyNumber': 88, 'apiID': 8477939, 'name': 'William Nylander', 'position': 'Right Wing', 'firstName': 'William', 'lastName': 'Nylander'}","{'jerseyNumber': 22, 'apiID': 8479458, 'name': 'Nikita Zaitsev', 'position': 'Defenseman', 'firstName': 'Nikita', 'lastName': 'Zaitsev'}","{'jerseyNumber': 16, 'apiID': 8478483, 'name': 'Mitchell Marner', 'position': 'Right Wing', 'firstName': 'Mitchell', 'lastName': 'Marner'}","{'jerseyNumber': 18, 'apiID': 8478115, 'name': 'Pierre Engvall', 'position': 'Left Wing', 'firstName': 'Pierre', 'lastName': 'Engvall'}","{'jerseyNumber': 62, 'apiID': 8478881, 'name': 'Brett Seney', 'position': 'Left Wing', 'firstName': 'Brett', 'lastName': 'Seney'}","{'jerseyNumber': 16, 'apiID': 8478483, 'name': 'Mitchell Marner', 'position': 'Right Wing', 'firstName': 'Mitchell', 'lastName': 'Marner'}","{'jerseyNumber': 60, 'apiID': 8479361, 'name': 'Joseph Woll', 'position': 'Goalie', 'firstName': 'Joseph', 'lastName': 'Woll'}"
"{'jerseyNumber': 38, 'apiID': 8477512, 'name': 'Frederik Gauthier', 'position': 'Center', 'firstName': 'Frederik', 'lastName': 'Gauthier'}","{'jerseyNumber': 42, 'apiID': 8477953, 'name': 'Kasperi Kapanen', 'position': 'Right Wing', 'firstName': 'Kasperi', 'lastName': 'Kapanen'}","{'jerseyNumber': 12, 'apiID': 8479675, 'name': 'Trevor Moore', 'position': 'Left Wing', 'firstName': 'Trevor', 'lastName': 'Moore'}","{'jerseyNumber': 81, 'apiID': 8478843, 'name': 'Denis Malgin', 'position': 'Center', 'firstName': 'Denis', 'lastName': 'Malgin'}","{'jerseyNumber': 33, 'apiID': 8478408, 'name': 'Travis Dermott', 'position': 'Defenseman', 'firstName': 'Travis', 'lastName': 'Dermott'}","{'jerseyNumber': 15, 'apiID': 8479315, 'name': 'Joey Anderson', 'position': 'Right Wing', 'firstName': 'Joey', 'lastName': 'Anderson'}","{'jerseyNumber': 55, 'apiID': 8478569, 'name': 'Noel Acciari', 'position': 'Center', 'firstName': 'Noel', 'lastName': 'Acciari'}","{'jerseyNumber': 57, 'apiID': 8479580, 'name': 'Dylan Gambrell', 'position': 'Center', 'firstName': 'Dylan', 'lastName': 'Gambrell'}"
"{'jerseyNumber': 88, 'apiID': 8477939, 'name': 'William Nylander', 'position': 'Right Wing', 'firstName': 'William', 'lastName': 'Nylander'}","{'jerseyNumber': 41, 'apiID': 8478373, 'name': 'Nikita Soshnikov', 'position': 'Right Wing', 'firstName': 'Nikita', 'lastName': 'Soshnikov'}","{'jerseyNumber': 43, 'apiID': 8480157, 'name': 'Calle Rosen', 'position': 'Defenseman', 'firstName': 'Calle', 'lastName': 'Rosen'}","{'jerseyNumber': 41, 'apiID': 8478857, 'name': 'Dmytro Timashov', 'position': 'Left Wing', 'firstName': 'Dmytro', 'lastName': 'Timashov'}","{'jerseyNumber': 16, 'apiID': 8478483, 'name': 'Mitchell Marner', 'position': 'Right Wing', 'firstName': 'Mitchell', 'lastName': 'Marner'}","{'jerseyNumber': 34, 'apiID': 8479318, 'name': 'Auston Matthews', 'position': 'Center', 'firstName': 'Auston', 'lastName': 'Matthews'}","{'jerseyNumber': 81, 'apiID': 8478843, 'name': 'Denis Malgin', 'position': 'Center', 'firstName': 'Denis', 'lastName': 'Malgin'}","{'jerseyNumber': 25, 'apiID': 8479982, 'name': 'Conor Timmins', 'position': 'Defenseman', 'firstName': 'Conor', 'lastName': 'Timmins'}"
"{'jerseyNumber': 42, 'apiID': 8477953, 'name': 'Kasperi Kapanen', 'position': 'Right Wing', 'firstName': 'Kasperi', 'lastName': 'Kapanen'}","{'jerseyNumber': 33, 'apiID': 8478408, 'name': 'Travis Dermott', 'position': 'Defenseman', 'firstName': 'Travis', 'lastName': 'Dermott'}","{'jerseyNumber': 92, 'apiID': 8480943, 'name': 'Igor Ozhiganov', 'position': 'Defenseman', 'firstName': 'Igor', 'lastName': 'Ozhiganov'}","{'jerseyNumber': 27, 'apiID': 8478975, 'name': 'Mason Marchment', 'position': 'Left Wing', 'firstName': 'Mason', 'lastName': 'Marchment'}","{'jerseyNumber': 22, 'apiID': 8478996, 'name': 'Adam Brooks', 'position': 'Center', 'firstName': 'Adam', 'lastName': 'Brooks'}","{'jerseyNumber': 68, 'apiID': 8479729, 'name': 'Kristians Rubins', 'position': 'Defenseman', 'firstName': 'Kristians', 'lastName': 'Rubins'}","{'jerseyNumber': 15, 'apiID': 8479315, 'name': 'Joey Anderson', 'position': 'Right Wing', 'firstName': 'Joey', 'lastName': 'Anderson'}","{'jerseyNumber': 37, 'apiID': 8480043, 'name': 'Timothy Liljegren', 'position': 'Defenseman', 'firstName': 'Timothy', 'lastName': 'Liljegren'}"
"{'jerseyNumber': 41, 'apiID': 8478373, 'name': 'Nikita Soshnikov', 'position': 'Right Wing', 'firstName': 'Nikita', 'lastName': 'Soshnikov'}","{'jerseyNumber': 16, 'apiID': 8478483, 'name': 'Mitchell Marner', 'position': 'Right Wing', 'firstName': 'Mitchell', 'lastName': 'Marner'}","{'jerseyNumber': 26, 'apiID': 8480944, 'name': 'Par Lindholm', 'position': 'Center', 'firstName': 'Par', 'lastName': 'Lindholm'}","{'jerseyNumber': 22, 'apiID': 8478996, 'name': 'Adam Brooks', 'position': 'Center', 'firstName': 'Adam', 'lastName': 'Brooks'}","{'jerseyNumber': 15, 'apiID': 8479315, 'name': 'Joey Anderson', 'position': 'Right Wing', 'firstName': 'Joey', 'lastName': 'Anderson'}","{'jerseyNumber': 37, 'apiID': 8480043, 'name': 'Timothy Liljegren', 'position': 'Defenseman', 'firstName': 'Timothy', 'lastName': 'Liljegren'}","{'jerseyNumber': 34, 'apiID': 8479318, 'name': 'Auston Matthews', 'position': 'Center', 'firstName': 'Auston', 'lastName': 'Matthews'}","{'jerseyNumber': 64, 'apiID': 8480144, 'name': 'David Kampf', 'position': 'Center', 'firstName': 'David', 'lastName': 'Kampf'}"
"{'jerseyNumber': 16, 'apiID': 8478483, 'name': 'Mitchell Marner', 'position': 'Right Wing', 'firstName': 'Mitchell', 'lastName': 'Marner'}","{'jerseyNumber': 34, 'apiID': 8479318, 'name': 'Auston Matthews', 'position': 'Center', 'firstName': 'Auston', 'lastName': 'Matthews'}","{'jerseyNumber': 31, 'apiID': 8474636, 'name': 'Michael Hutchinson', 'position': 'Goalie', 'firstName': 'Michael', 'lastName': 'Hutchinson'}","{'jerseyNumber': 34, 'apiID': 8479318, 'name': 'Auston Matthews', 'position': 'Center', 'firstName': 'Auston', 'lastName': 'Matthews'}","{'jerseyNumber': 34, 'apiID': 8479318, 'name': 'Auston Matthews', 'position': 'Center', 'firstName': 'Auston', 'lastName': 'Matthews'}","{'jerseyNumber': 64, 'apiID': 8480144, 'name': 'David Kampf', 'position': 'Center', 'firstName': 'David', 'lastName': 'Kampf'}","{'jerseyNumber': 98, 'apiID': 8479376, 'name': 'Victor Mete', 'position': 'Defenseman', 'firstName': 'Victor', 'lastName': 'Mete'}","{'jerseyNumber': 29, 'apiID': 8480995, 'name': 'Pontus Holmberg', 'position': 'Right Wing', 'firstName': 'Pontus', 'lastName': 'Holmberg'}"
"{'jerseyNumber': 34, 'apiID': 8479318, 'name': 'Auston Matthews', 'position': 'Center', 'firstName': 'Auston', 'lastName': 'Matthews'}","{'jerseyNumber': 22, 'apiID': 8479458, 'name': 'Nikita Zaitsev', 'position': 'Defenseman', 'firstName': 'Nikita', 'lastName': 'Zaitsev'}","{'jerseyNumber': 31, 'apiID': 8475883, 'name': 'Frederik Andersen', 'position': 'Goalie', 'firstName': 'Frederik', 'lastName': 'Andersen'}","{'jerseyNumber': 96, 'apiID': 8479510, 'name': 'Egor Korshkov', 'position': 'Right Wing', 'firstName': 'Egor', 'lastName': 'Korshkov'}","{'jerseyNumber': 37, 'apiID': 8480043, 'name': 'Timothy Liljegren', 'position': 'Defenseman', 'firstName': 'Timothy', 'lastName': 'Liljegren'}","{'jerseyNumber': 38, 'apiID': 8480873, 'name': 'Rasmus Sandin', 'position': 'Defenseman', 'firstName': 'Rasmus', 'lastName': 'Sandin'}","{'jerseyNumber': 12, 'apiID': 8479944, 'name': 'Zach Aston-Reese', 'position': 'Center', 'firstName': 'Zach', 'lastName': 'Aston-Reese'}","{'jerseyNumber': 2, 'apiID': 8481122, 'name': 'Simon Benoit', 'position': 'Defenseman', 'firstName': 'Simon', 'lastName': 'Benoit'}"
"{'jerseyNumber': 22, 'apiID': 8479458, 'name': 'Nikita Zaitsev', 'position': 'Defenseman', 'firstName': 'Nikita', 'lastName': 'Zaitsev'}","{'jerseyNumber': 43, 'apiID': 8480157, 'name': 'Calle Rosen', 'position': 'Defenseman', 'firstName': 'Calle', 'lastName': 'Rosen'}","{'jerseyNumber': 80, 'apiID': 8476343, 'name': 'Garret Sparks', 'position': 'Goalie', 'firstName': 'Garret', 'lastName': 'Sparks'}","{'jerseyNumber': 12, 'apiID': 8479675, 'name': 'Trevor Moore', 'position': 'Left Wing', 'firstName': 'Trevor', 'lastName': 'Moore'}","{'jerseyNumber': 38, 'apiID': 8480873, 'name': 'Rasmus Sandin', 'position': 'Defenseman', 'firstName': 'Rasmus', 'lastName': 'Sandin'}","{'jerseyNumber': 46, 'apiID': 8480950, 'name': 'Ilya Lyubushkin', 'position': 'Defenseman', 'firstName': 'Ilya', 'lastName': 'Lyubushkin'}","{'jerseyNumber': 25, 'apiID': 8479982, 'name': 'Conor Timmins', 'position': 'Defenseman', 'firstName': 'Conor', 'lastName': 'Timmins'}","{'jerseyNumber': 84, 'apiID': 8481614, 'name': 'Mikko Kokkonen', 'position': 'Defenseman', 'firstName': 'Mikko', 'lastName': 'Kokkonen'}"
"{'jerseyNumber': 35, 'apiID': 8470147, 'name': 'Curtis McElhinney', 'position': 'Goalie', 'firstName': 'Curtis', 'lastName': 'McElhinney'}","{'jerseyNumber': 6, 'apiID': 8480158, 'name': 'Andreas Borgman', 'position': 'Defenseman', 'firstName': 'Andreas', 'lastName': 'Borgman'}",0,"{'jerseyNumber': 37, 'apiID': 8480043, 'name': 'Timothy Liljegren', 'position': 'Defenseman', 'firstName': 'Timothy', 'lastName': 'Liljegren'}","{'jerseyNumber': 89, 'apiID': 8481582, 'name': 'Nicholas Robertson', 'position': 'Left Wing', 'firstName': 'Nicholas', 'lastName': 'Robertson'}","{'jerseyNumber': 89, 'apiID': 8481582, 'name': 'Nicholas Robertson', 'position': 'Left Wing', 'firstName': 'Nicholas', 'lastName': 'Robertson'}","{'jerseyNumber': 37, 'apiID': 8480043, 'name': 'Timothy Liljegren', 'position': 'Defenseman', 'firstName': 'Timothy', 'lastName': 'Liljegren'}","{'jerseyNumber': 74, 'apiID': 8482259, 'name': 'Bobby McMann', 'position': 'Center', 'firstName': 'Bobby', 'lastName': 'McMann'}"
"{'jerseyNumber': 31, 'apiID': 8473523, 'name': 'Jhonas Enroth', 'position': 'Goalie', 'firstName': 'Jhonas', 'lastName': 'Enroth'}","{'jerseyNumber': 35, 'apiID': 8470147, 'name': 'Curtis McElhinney', 'position': 'Goalie', 'firstName': 'Curtis', 'lastName': 'McElhinney'}",0,"{'jerseyNumber': 43, 'apiID': 8480157, 'name': 'Calle Rosen', 'position': 'Defenseman', 'firstName': 'Calle', 'lastName': 'Rosen'}","{'jerseyNumber': 65, 'apiID': 8481624, 'name': 'Ilya Mikheyev', 'position': 'Right Wing', 'firstName': 'Ilya', 'lastName': 'Mikheyev'}","{'jerseyNumber': 65, 'apiID': 8481624, 'name': 'Ilya Mikheyev', 'position': 'Right Wing', 'firstName': 'Ilya', 'lastName': 'Mikheyev'}","{'jerseyNumber': 64, 'apiID': 8480144, 'name': 'David Kampf', 'position': 'Center', 'firstName': 'David', 'lastName': 'Kampf'}","{'jerseyNumber': 23, 'apiID': 8482720, 'name': 'Matthew Knies', 'position': 'Left Wing', 'firstName': 'Matthew', 'lastName': 'Knies'}"
"{'jerseyNumber': 31, 'apiID': 8475883, 'name': 'Frederik Andersen', 'position': 'Goalie', 'firstName': 'Frederik', 'lastName': 'Andersen'}","{'jerseyNumber': 30, 'apiID': 8475717, 'name': 'Calvin Pickard', 'position': 'Goalie', 'firstName': 'Calvin', 'lastName': 'Pickard'}",0,"{'jerseyNumber': 38, 'apiID': 8480873, 'name': 'Rasmus Sandin', 'position': 'Defenseman', 'firstName': 'Rasmus', 'lastName': 'Sandin'}","{'jerseyNumber': 94, 'apiID': 8482222, 'name': 'Alexander Barabanov', 'position': 'Left Wing', 'firstName': 'Alexander', 'lastName': 'Barabanov'}","{'jerseyNumber': 26, 'apiID': 8481720, 'name': 'Nick Abruzzese', 'position': 'Center', 'firstName': 'Nick', 'lastName': 'Abruzzese'}","{'jerseyNumber': 81, 'apiID': 8480439, 'name': 'Mac Hollowell', 'position': 'Defenseman', 'firstName': 'Mac', 'lastName': 'Hollowell'}","{'jerseyNumber': 39, 'apiID': 8483489, 'name': 'Fraser Minten', 'position': 'Center', 'firstName': 'Fraser', 'lastName': 'Minten'}"
"{'jerseyNumber': 30, 'apiID': 8477312, 'name': 'Antoine Bibeau', 'position': 'Goalie', 'firstName': 'Antoine', 'lastName': 'Bibeau'}","{'jerseyNumber': 31, 'apiID': 8475883, 'name': 'Frederik Andersen', 'position': 'Goalie', 'firstName': 'Frederik', 'lastName': 'Andersen'}",0,"{'jerseyNumber': 65, 'apiID': 8481624, 'name': 'Ilya Mikheyev', 'position': 'Right Wing', 'firstName': 'Ilya', 'lastName': 'Mikheyev'}","{'jerseyNumber': 43, 'apiID': 8482247, 'name': 'Mikko Lehtonen', 'position': 'Defenseman', 'firstName': 'Mikko', 'lastName': 'Lehtonen'}","{'jerseyNumber': 46, 'apiID': 8482634, 'name': 'Alex Steeves', 'position': 'Center', 'firstName': 'Alex', 'lastName': 'Steeves'}","{'jerseyNumber': 82, 'apiID': 8480820, 'name': 'Filip Kral', 'position': 'Defenseman', 'firstName': 'Filip', 'lastName': 'Kral'}","{'jerseyNumber': 53, 'apiID': 8484158, 'name': 'Easton Cowan', 'position': 'Right Wing', 'firstName': 'Easton', 'lastName': 'Cowan'}"
0,0,0,"{'jerseyNumber': 89, 'apiID': 8481582, 'name': 'Nicholas Robertson', 'position': 'Left Wing', 'firstName': 'Nicholas', 'lastName': 'Robertson'}","{'jerseyNumber': 18, 'apiID': 8474062, 'name': 'Riley Nash', 'position': 'Center', 'firstName': 'Riley', 'lastName': 'Nash'}","{'jerseyNumber': 94, 'apiID': 8482815, 'name': 'Kirill Semyonov', 'position': 'Center', 'firstName': 'Kirill', 'lastName': 'Semyonov'}","{'jerseyNumber': 38, 'apiID': 8480873, 'name': 'Rasmus Sandin', 'position': 'Defenseman', 'firstName': 'Rasmus', 'lastName': 'Sandin'}",0
0,0,0,"{'jerseyNumber': 31, 'apiID': 8474636, 'name': 'Michael Hutchinson', 'position': 'Goalie', 'firstName': 'Michael', 'lastName': 'Hutchinson'}","{'jerseyNumber': 31, 'apiID': 8474636, 'name': 'Michael Hutchinson', 'position': 'Goalie', 'firstName': 'Michael', 'lastName': 'Hutchinson'}","{'jerseyNumber': 31, 'apiID': 8474636, 'name': 'Michael Hutchinson', 'position': 'Goalie', 'firstName': 'Michael', 'lastName': 'Hutchinson'}","{'jerseyNumber': 85, 'apiID': 8480977, 'name': 'Semyon Der-Arguchintsev', 'position': 'Center', 'firstName': 'Semyon', 'lastName': 'Der-Arguchintsev'}",0
0,0,0,"{'jerseyNumber': 36, 'apiID': 8475789, 'name': 'Jack Campbell', 'position': 'Goalie', 'firstName': 'Jack', 'lastName': 'Campbell'}","{'jerseyNumber': 36, 'apiID': 8475789, 'name': 'Jack Campbell', 'position': 'Goalie', 'firstName': 'Jack', 'lastName': 'Campbell'}","{'jerseyNumber': 36, 'apiID': 8475789, 'name': 'Jack Campbell', 'position': 'Goalie', 'firstName': 'Jack', 'lastName': 'Campbell'}","{'jerseyNumber': 29, 'apiID': 8480995, 'name': 'Pontus Holmberg', 'position': 'Right Wing', 'firstName': 'Pontus', 'lastName': 'Holmberg'}",0
0,0,0,"{'jerseyNumber': 31, 'apiID': 8475883, 'name': 'Frederik Andersen', 'position': 'Goalie', 'firstName': 'Frederik', 'lastName': 'Andersen'}","{'jerseyNumber': 31, 'apiID': 8475883, 'name': 'Frederik Andersen', 'position': 'Goalie', 'firstName': 'Frederik', 'lastName': 'Andersen'}","{'jerseyNumber': 34, 'apiID': 8475852, 'name': 'Petr Mrazek', 'position': 'Goalie', 'firstName': 'Petr', 'lastName': 'Mrazek'}","{'jerseyNumber': 89, 'apiID': 8481582, 'name': 'Nicholas Robertson', 'position': 'Left Wing', 'firstName': 'Nicholas', 'lastName': 'Robertson'}",0
0,0,0,"{'jerseyNumber': 73, 'apiID': 8479288, 'name': 'Kasimir Kaskisuo', 'position': 'Goalie', 'firstName': 'Kasimir', 'lastName': 'Kaskisuo'}","{'jerseyNumber': 31, 'apiID': 8479496, 'name': 'David Rittich', 'position': 'Goalie', 'firstName': 'David', 'lastName': 'Rittich'}","{'jerseyNumber': 50, 'apiID': 8478902, 'name': 'Erik Kallgren', 'position': 'Goalie', 'firstName': 'Erik', 'lastName': 'Kallgren'}","{'jerseyNumber': 26, 'apiID': 8481720, 'name': 'Nick Abruzzese', 'position': 'Center', 'firstName': 'Nick', 'lastName': 'Abruzzese'}",0
0,0,0,0,0,"{'jerseyNumber': 60, 'apiID': 8479361, 'name': 'Joseph Woll', 'position': 'Goalie', 'firstName': 'Joseph', 'lastName': 'Woll'}","{'jerseyNumber': 63, 'apiID': 8482241, 'name': 'Radim Zohorna', 'position': 'Left Wing', 'firstName': 'Radim', 'lastName': 'Zohorna'}",0
0,0,0,0,0,0,"{'jerseyNumber': 74, 'apiID': 8482259, 'name': 'Bobby McMann', 'position': 'Center', 'firstName': 'Bobby', 'lastName': 'McMann'}",0
0,0,0,0,0,0,"{'jerseyNumber': 46, 'apiID': 8482634, 'name': 'Alex Steeves', 'position': 'Center', 'firstName': 'Alex', 'lastName': 'Steeves'}",0
0,0,0,0,0,0,"{'jerseyNumber': 23, 'apiID': 8482720, 'name': 'Matthew Knies', 'position': 'Left Wing', 'firstName': 'Matthew', 'lastName': 'Knies'}",0
0,0,0,0,0,0,"{'jerseyNumber': 30, 'apiID': 8476899, 'name': 'Matt Murray', 'position': 'Goalie', 'firstName': 'Matt', 'lastName': 'Murray'}",0
0,0,0,0,0,0,"{'jerseyNumber': 35, 'apiID': 8478492, 'name': 'Ilya Samsonov', 'position': 'Goalie', 'firstName': 'Ilya', 'lastName': 'Samsonov'}",0
0,0,0,0,0,0,"{'jerseyNumber': 50, 'apiID': 8478902, 'name': 'Erik Kallgren', 'position': 'Goalie', 'firstName': 'Erik', 'lastName': 'Kallgren'}",0
0,0,0,0,0,0,"{'jerseyNumber': 60, 'apiID': 8479361, 'name': 'Joseph Woll', 'position': 'Goalie', 'firstName': 'Joseph', 'lastName': 'Woll'}",0
