apiID,name,abbreviation,city,firstYearOfPlay,websiteURL,venue,divison,divisionAbbr,conference
10,Toronto Maple Leafs,TOR,Toronto,1917,http://www.mapleleafs.com/,Scotiabank Arena,Atlantic,ATL,Eastern
