lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
84768548479325,2022,Lindholm-Mcavoy,BOS,pairing,5on5,7,1125.0,36.0,0.58,0.6,0.53,11.68,1.14,0.74,2.91,0.44,5.96,4.81,1.05,1.24,1.14,12.0,4.0,11.0,27.0,0.0,2.0,0.0,1.0,2.0,7.0,4.0,12.0,16.0,1.0,2.0,8.0,11.0,0.0,2.0,11.0,5.0,0.0,0.43,0.71,0.0,0.0,0.0,0.0,28.88,16.0,17.16,2.0,0.15,0.36,0.36,0.93,1.0,0.98,10.15,0.82,0.67,2.65,0.31,5.53,4.0,0.82,0.84,0.83,10.0,4.0,4.0,18.0,0.0,1.0,0.0,4.0,0.0,8.0,1.0,10.0,14.0,3.0,6.0,6.0,11.0,2.0,3.0,10.0,3.0,1.0,0.16,0.43,0.24,0.0,0.0,0.0,18.16,14.0,14.26,3.0,0.14,0.24,0.24,0.73,0.74,0.73
847639384779358479314,2022,Tkachuk-Bennett-Cousins,FLA,line,5on5,15,11195.0,27.0,0.53,0.53,0.53,94.61,8.9,6.23,22.43,3.13,49.75,37.56,8.45,9.25,8.78,93.0,35.0,53.0,181.0,4.0,10.0,2.0,20.0,3.0,49.0,42.0,89.0,124.0,14.0,28.0,68.0,145.0,28.0,29.0,92.0,25.0,11.0,2.71,3.04,3.15,0.0,2.0,2.0,185.14,128.0,131.23,16.0,1.29,2.79,2.79,7.41,7.67,7.45,82.52,7.88,5.81,20.57,2.75,44.76,32.23,7.58,7.69,7.4,67.0,47.0,45.0,159.0,4.0,6.0,1.0,17.0,4.0,38.0,45.0,63.0,110.0,14.0,28.0,128.0,112.0,28.0,41.0,81.0,23.0,10.0,2.12,3.01,2.76,0.0,2.0,2.0,155.12,114.0,110.97,22.0,1.21,1.47,1.47,7.63,7.44,7.3
84774988480803,2022,Nurse-Bouchard,EDM,pairing,5on5,8,743.0,75.0,0.84,0.65,0.76,12.4,1.27,0.8,2.58,0.35,6.16,4.83,1.19,1.22,1.15,12.0,4.0,4.0,20.0,1.0,2.0,0.0,0.0,0.0,5.0,8.0,11.0,15.0,0.0,0.0,3.0,5.0,3.0,3.0,14.0,0.0,2.0,0.55,0.0,0.72,1.0,0.0,0.0,19.04,16.0,15.34,2.0,0.17,0.72,0.72,0.71,0.69,0.65,3.45,0.25,0.21,0.83,0.1,2.06,1.54,0.25,0.25,0.25,4.0,1.0,6.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,4.0,1.0,2.0,2.0,4.0,1.0,0.0,5.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,11.92,5.0,5.43,0.0,0.04,0.0,0.0,0.29,0.3,0.3
847515884785698482720,2022,Knies-O'Reilly-Acciari,TOR,line,5on5,5,1482.0,28.0,0.56,0.4,0.41,11.3,1.23,0.8,2.35,0.39,5.61,4.62,1.22,1.26,1.25,13.0,2.0,4.0,19.0,1.0,1.0,0.0,3.0,0.0,4.0,6.0,12.0,14.0,2.0,4.0,11.0,34.0,1.0,4.0,8.0,6.0,1.0,0.17,0.81,0.26,0.0,1.0,0.0,20.2,15.0,15.59,3.0,0.17,0.26,0.26,1.14,1.17,1.16,16.1,0.96,0.96,3.91,0.51,8.53,7.13,0.96,0.93,0.93,13.0,9.0,7.0,29.0,0.0,0.0,0.0,2.0,1.0,10.0,9.0,13.0,22.0,0.0,0.0,16.0,31.0,6.0,5.0,18.0,4.0,0.0,0.52,0.45,0.0,0.0,0.0,0.0,28.1,22.0,21.65,1.0,0.19,0.0,0.0,1.15,1.12,1.12
84768548478443,2022,Lindholm-Carlo,BOS,pairing,5on5,7,5044.0,10.0,0.57,0.55,0.61,51.77,3.48,3.15,13.02,1.63,29.44,21.28,3.4,3.44,3.35,49.0,23.0,18.0,90.0,5.0,2.0,1.0,14.0,4.0,24.0,23.0,44.0,67.0,6.0,12.0,54.0,41.0,11.0,17.0,57.0,13.0,2.0,1.36,1.58,0.54,4.0,0.0,1.0,90.36,72.0,72.32,8.0,0.65,0.54,0.54,3.59,3.56,3.49,33.3,2.64,2.1,8.54,1.15,17.76,13.82,2.6,2.63,2.59,32.0,14.0,29.0,75.0,2.0,4.0,0.0,6.0,2.0,14.0,18.0,30.0,44.0,6.0,12.0,54.0,59.0,14.0,19.0,35.0,9.0,2.0,0.89,1.17,0.58,0.0,2.0,0.0,73.69,46.0,44.93,10.0,0.44,0.82,0.82,2.26,2.26,2.26
847399484741498482740,2022,Benn-Johnston-Dadonov,DAL,line,5on5,16,9288.0,40.0,0.54,0.52,0.52,88.64,7.36,5.71,23.39,3.01,47.91,34.63,7.2,7.45,7.29,80.0,42.0,51.0,173.0,6.0,8.0,1.0,9.0,2.0,42.0,55.0,74.0,116.0,11.0,22.0,99.0,73.0,13.0,35.0,87.0,27.0,8.0,2.43,3.06,1.87,3.0,2.0,1.0,176.49,122.0,123.89,22.0,1.18,1.33,1.33,7.21,7.29,7.22,81.5,6.15,5.0,20.04,2.64,45.6,33.58,5.96,6.06,5.87,77.0,36.0,44.0,157.0,4.0,6.0,0.0,15.0,4.0,48.0,36.0,73.0,109.0,14.0,28.0,82.0,92.0,23.0,31.0,86.0,21.0,6.0,2.17,2.5,1.48,2.0,1.0,1.0,152.78,113.0,110.57,12.0,1.03,1.12,1.12,6.06,5.96,5.88
847353384769078480039,2022,Maceachern-Staal-Necas,CAR,line,5on5,3,760.0,20.0,0.42,0.67,0.65,7.82,0.4,0.45,1.96,0.23,4.69,3.28,0.39,0.41,0.41,10.0,1.0,3.0,14.0,1.0,0.0,0.0,3.0,0.0,4.0,3.0,9.0,10.0,1.0,2.0,13.0,3.0,0.0,3.0,9.0,2.0,0.0,0.16,0.24,0.0,0.0,1.0,0.0,13.78,11.0,10.74,0.0,0.09,0.0,0.0,0.49,0.51,0.5,4.9,0.55,0.42,0.85,0.12,2.48,1.56,0.53,0.55,0.53,4.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,6.0,0.0,0.0,8.0,7.0,1.0,1.0,2.0,4.0,0.0,0.07,0.48,0.0,0.0,0.0,0.0,7.13,6.0,6.16,0.0,0.09,0.0,0.0,0.64,0.64,0.61
847647984780428479675,2022,Moore-Danault-Arvidsson,LAK,line,5on5,5,4060.0,6.0,0.49,0.49,0.48,38.13,3.46,2.54,9.55,1.31,19.49,14.65,3.03,3.4,2.98,33.0,18.0,22.0,73.0,2.0,6.0,0.0,6.0,3.0,18.0,16.0,31.0,49.0,3.0,6.0,34.0,56.0,6.0,16.0,34.0,14.0,3.0,0.89,1.86,0.7,0.0,2.0,0.0,71.02,51.0,50.16,10.0,0.53,0.97,1.21,2.78,2.72,2.65,41.34,3.64,2.81,9.5,1.31,22.41,16.33,3.53,3.65,3.54,39.0,17.0,20.0,76.0,1.0,6.0,0.0,10.0,1.0,24.0,14.0,38.0,55.0,6.0,12.0,39.0,60.0,11.0,11.0,40.0,12.0,4.0,1.19,1.34,1.11,0.0,1.0,0.0,77.74,56.0,56.93,4.0,0.58,1.0,1.0,3.23,3.25,3.2
847569284774518478864,2022,Kaprizov-Hartman-Zuccarello,MIN,line,5on5,5,2864.0,11.0,0.6,0.59,0.59,30.52,2.33,1.8,7.79,0.98,16.06,12.04,2.29,2.24,2.2,27.0,14.0,14.0,55.0,3.0,4.0,0.0,5.0,3.0,13.0,13.0,24.0,38.0,4.0,8.0,24.0,17.0,7.0,10.0,31.0,8.0,2.0,0.86,1.0,0.47,1.0,2.0,0.0,53.52,41.0,39.92,3.0,0.37,0.56,0.56,2.14,2.1,2.08,21.11,1.57,1.16,5.64,0.65,10.55,8.43,1.55,1.6,1.58,18.0,10.0,11.0,39.0,1.0,1.0,1.0,5.0,0.0,12.0,9.0,17.0,27.0,4.0,8.0,27.0,29.0,4.0,8.0,22.0,4.0,2.0,0.57,0.45,0.55,0.0,0.0,1.0,39.59,28.0,28.44,5.0,0.23,0.27,0.27,1.54,1.56,1.54
847740784774098477493,2022,Duclair-Barkov-Verhaeghe,FLA,line,5on5,19,11451.0,73.0,0.45,0.51,0.47,98.34,8.31,6.6,24.24,3.19,52.66,38.0,8.21,8.45,8.35,94.0,39.0,68.0,201.0,9.0,8.0,1.0,18.0,2.0,43.0,53.0,85.0,124.0,12.0,24.0,130.0,93.0,37.0,42.0,97.0,26.0,10.0,2.63,3.23,2.45,5.0,3.0,1.0,203.81,133.0,134.75,27.0,1.37,1.34,1.34,8.34,8.52,8.48,109.55,10.06,7.92,26.97,3.55,59.9,41.6,9.63,9.79,9.37,103.0,47.0,47.0,197.0,7.0,12.0,2.0,29.0,6.0,49.0,47.0,96.0,143.0,10.0,20.0,125.0,96.0,28.0,40.0,103.0,37.0,10.0,2.73,4.68,2.66,4.0,1.0,2.0,193.99,150.0,147.36,20.0,1.66,2.43,2.43,9.29,9.07,8.86
847059584763938479066,2022,Lomberg-Staal-Cousins,FLA,line,5on5,5,995.0,41.0,0.57,0.68,0.65,15.99,1.17,1.05,4.24,0.53,8.5,6.51,1.11,1.14,1.09,11.0,11.0,6.0,28.0,1.0,3.0,0.0,1.0,0.0,12.0,5.0,10.0,21.0,0.0,0.0,9.0,9.0,8.0,3.0,19.0,0.0,3.0,0.49,0.0,0.68,1.0,0.0,0.0,26.15,22.0,21.26,2.0,0.22,0.5,0.5,0.89,0.88,0.86,8.26,0.89,0.65,2.13,0.35,4.67,3.31,0.83,0.96,0.9,10.0,2.0,1.0,13.0,0.0,2.0,0.0,1.0,0.0,4.0,5.0,10.0,12.0,1.0,2.0,11.0,8.0,5.0,5.0,8.0,3.0,1.0,0.26,0.38,0.25,0.0,0.0,0.0,14.54,12.0,12.98,4.0,0.14,0.41,0.41,0.61,0.65,0.64
847591384769058478403,2022,Eichel-Stephenson-Stone,VGK,line,5on5,8,683.0,97.0,0.42,0.47,0.46,4.58,0.3,0.27,1.01,0.13,2.28,2.02,0.3,0.28,0.28,4.0,2.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,6.0,0.0,0.0,10.0,6.0,2.0,0.0,5.0,1.0,0.0,0.16,0.13,0.0,0.0,0.0,0.0,8.69,6.0,5.85,0.0,0.06,0.23,0.0,0.35,0.34,0.34,5.12,0.41,0.33,1.21,0.16,2.88,2.01,0.41,0.45,0.44,6.0,1.0,3.0,10.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,5.0,6.0,1.0,2.0,4.0,6.0,2.0,2.0,4.0,3.0,0.0,0.07,0.34,0.0,0.0,1.0,0.0,10.83,7.0,7.71,1.0,0.07,0.0,0.0,0.48,0.52,0.52
847341984784018478498,2022,Marchand-Zacha-Debrusk,BOS,line,5on5,3,1082.0,35.0,0.64,0.7,0.73,14.53,0.94,0.99,3.83,0.55,9.26,6.43,0.9,0.89,0.85,13.0,9.0,4.0,26.0,1.0,2.0,0.0,5.0,4.0,6.0,4.0,12.0,21.0,0.0,0.0,13.0,8.0,0.0,4.0,17.0,5.0,0.0,0.38,0.56,0.0,1.0,0.0,0.0,25.32,22.0,21.3,1.0,0.2,0.26,0.26,0.87,0.84,0.82,6.36,0.53,0.44,1.36,0.18,2.92,2.58,0.53,0.54,0.54,5.0,3.0,3.0,11.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,7.0,0.0,0.0,13.0,11.0,6.0,7.0,5.0,2.0,1.0,0.06,0.24,0.22,0.0,0.0,1.0,11.12,8.0,7.96,2.0,0.09,0.0,0.0,0.62,0.64,0.64
847456484764538478010,2022,Point-Stamkos-Kucherov,TBL,line,5on5,6,4173.0,9.0,0.51,0.61,0.61,49.62,3.76,3.37,12.12,1.57,28.04,20.15,3.65,3.7,3.6,45.0,24.0,26.0,95.0,4.0,2.0,0.0,17.0,1.0,23.0,22.0,41.0,65.0,7.0,20.0,34.0,53.0,8.0,13.0,51.0,17.0,1.0,1.49,1.98,0.29,2.0,2.0,0.0,95.09,69.0,69.38,7.0,0.69,0.41,0.41,4.04,4.0,3.92,32.99,3.58,2.3,8.05,1.11,17.42,12.54,3.43,3.51,3.36,33.0,12.0,17.0,62.0,5.0,5.0,1.0,4.0,1.0,16.0,14.0,28.0,40.0,8.0,22.0,42.0,45.0,10.0,11.0,30.0,10.0,5.0,0.92,1.28,1.39,3.0,0.0,2.0,61.55,45.0,44.36,8.0,0.48,1.19,1.19,2.88,2.84,2.78
847702184780438480144,2022,Kerfoot-Kampf-Lafferty,TOR,line,5on5,6,1215.0,45.0,0.67,0.51,0.5,10.41,1.7,0.93,2.42,0.34,5.22,3.38,1.59,1.7,1.58,11.0,3.0,6.0,20.0,2.0,3.0,1.0,0.0,1.0,5.0,3.0,9.0,12.0,1.0,2.0,17.0,17.0,2.0,8.0,8.0,4.0,2.0,0.29,0.55,0.86,1.0,0.0,1.0,20.16,14.0,14.06,6.0,0.2,1.06,1.06,0.84,0.84,0.82,9.33,0.84,0.68,2.25,0.31,5.89,4.04,0.83,0.86,0.85,9.0,5.0,5.0,19.0,1.0,1.0,0.0,4.0,2.0,5.0,1.0,8.0,13.0,2.0,4.0,5.0,11.0,2.0,3.0,11.0,2.0,1.0,0.42,0.19,0.23,1.0,0.0,0.0,19.19,14.0,14.21,2.0,0.14,0.23,0.23,0.75,0.75,0.74
84769068478970,2022,Gostisbehere-Chatfield,CAR,pairing,5on5,15,11626.0,50.0,0.56,0.56,0.56,98.85,7.77,6.17,26.11,3.3,55.55,39.11,7.36,7.73,7.34,95.0,43.0,64.0,202.0,5.0,7.0,1.0,26.0,2.0,54.0,44.0,90.0,133.0,7.0,14.0,98.0,118.0,31.0,22.0,101.0,29.0,8.0,2.22,3.55,2.0,1.0,2.0,2.0,202.2,138.0,137.92,9.0,1.27,1.35,1.35,7.69,7.7,7.49,77.3,6.15,5.3,18.54,2.56,43.77,31.68,5.97,6.18,6.0,72.0,36.0,48.0,156.0,6.0,2.0,0.0,15.0,4.0,36.0,45.0,66.0,102.0,10.0,22.0,107.0,139.0,20.0,50.0,84.0,18.0,6.0,2.42,2.14,1.58,2.0,4.0,0.0,156.13,108.0,108.18,26.0,1.1,0.36,0.36,6.9,6.92,6.8
847458684779558482665,2022,Mccann-Beniers-Eberle,SEA,line,5on5,7,1803.0,72.0,0.55,0.6,0.59,16.68,1.17,1.03,4.05,0.57,9.3,6.87,1.13,1.15,1.11,19.0,4.0,12.0,35.0,1.0,1.0,0.0,4.0,1.0,8.0,8.0,18.0,22.0,4.0,8.0,15.0,20.0,3.0,3.0,19.0,3.0,1.0,0.46,0.38,0.33,0.0,1.0,0.0,35.3,23.0,23.15,1.0,0.21,0.33,0.33,1.05,1.04,1.03,11.92,0.95,0.73,3.06,0.37,6.3,4.59,0.93,0.98,0.97,10.0,6.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,10.0,16.0,4.0,8.0,19.0,15.0,4.0,7.0,12.0,4.0,0.0,0.28,0.67,0.0,0.0,0.0,0.0,22.92,16.0,16.26,5.0,0.15,0.0,0.0,1.1,1.14,1.12
847353384758558476921,2022,Martinook-Staal-Fast,CAR,line,5on5,10,2521.0,71.0,0.71,0.65,0.64,31.88,2.84,2.22,8.27,1.01,17.51,12.15,2.7,2.87,2.73,30.0,14.0,13.0,57.0,1.0,4.0,0.0,8.0,0.0,17.0,14.0,29.0,43.0,1.0,2.0,28.0,21.0,6.0,10.0,34.0,7.0,3.0,0.96,0.87,1.01,1.0,0.0,0.0,57.37,44.0,44.63,7.0,0.46,0.96,0.96,2.34,2.35,2.32,17.94,1.17,1.06,4.76,0.59,9.9,7.52,1.15,1.18,1.16,19.0,6.0,6.0,31.0,2.0,0.0,0.0,6.0,0.0,8.0,9.0,17.0,23.0,3.0,6.0,21.0,33.0,6.0,8.0,21.0,3.0,1.0,0.52,0.39,0.26,1.0,0.0,1.0,30.71,25.0,24.65,7.0,0.22,0.0,0.0,1.4,1.4,1.38
847682684779878479293,2022,Tanev-Gourde-Donato,SEA,line,5on5,12,783.0,119.0,0.31,0.63,0.57,8.8,0.37,0.41,2.44,0.28,4.74,3.76,0.36,0.38,0.37,11.0,1.0,5.0,17.0,1.0,0.0,0.0,5.0,0.0,4.0,2.0,10.0,11.0,1.0,2.0,6.0,17.0,2.0,0.0,11.0,1.0,0.0,0.27,0.1,0.0,1.0,0.0,0.0,17.66,12.0,12.48,0.0,0.08,0.0,0.0,0.45,0.47,0.45,6.56,0.84,0.39,1.71,0.23,3.46,2.37,0.83,0.82,0.81,6.0,3.0,1.0,10.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,5.0,8.0,2.0,4.0,9.0,10.0,2.0,4.0,6.0,1.0,2.0,0.13,0.14,0.57,0.0,0.0,1.0,9.69,9.0,8.71,2.0,0.08,0.35,0.35,0.57,0.57,0.57
84747168476463,2022,Brodin-Spurgeon,MIN,pairing,5on5,5,740.0,27.0,0.71,0.64,0.56,3.28,0.25,0.24,0.79,0.14,2.01,1.57,0.25,0.24,0.24,3.0,2.0,4.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,5.0,1.0,2.0,3.0,6.0,1.0,3.0,4.0,1.0,0.0,0.09,0.16,0.0,0.0,0.0,0.0,8.47,5.0,4.84,2.0,0.05,0.0,0.0,0.3,0.29,0.29,2.96,0.1,0.14,0.65,0.09,1.53,1.48,0.1,0.11,0.11,2.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,9.0,1.0,1.0,4.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,5.28,4.0,4.22,0.0,0.03,0.0,0.0,0.13,0.14,0.14
84754558476331,2022,Dillon-Demelo,WPG,pairing,5on5,5,1258.0,31.0,0.43,0.53,0.52,10.15,0.82,0.7,2.64,0.4,5.95,4.49,0.81,0.77,0.77,9.0,6.0,9.0,24.0,1.0,1.0,0.0,3.0,0.0,6.0,4.0,8.0,14.0,3.0,6.0,10.0,19.0,2.0,2.0,12.0,2.0,1.0,0.26,0.26,0.3,0.0,1.0,0.0,22.39,15.0,14.06,2.0,0.14,0.3,0.3,0.67,0.62,0.62,10.84,1.09,0.73,2.55,0.32,5.14,4.17,1.04,1.1,1.05,10.0,4.0,7.0,21.0,0.0,3.0,0.0,1.0,0.0,3.0,7.0,10.0,14.0,1.0,2.0,6.0,10.0,1.0,2.0,11.0,1.0,2.0,0.52,0.13,0.44,0.0,0.0,0.0,21.58,14.0,14.46,1.0,0.15,0.48,0.48,0.76,0.79,0.78
847079484784498480027,2022,Robertson-Hintz-Pavelski,DAL,line,5on5,12,7673.0,22.0,0.66,0.58,0.59,83.05,7.09,5.34,21.57,2.78,45.59,32.63,6.73,7.08,6.72,68.0,47.0,36.0,151.0,7.0,9.0,1.0,14.0,4.0,42.0,39.0,61.0,108.0,4.0,8.0,86.0,62.0,14.0,26.0,90.0,17.0,8.0,2.56,2.15,2.38,1.0,6.0,0.0,147.64,115.0,113.2,8.0,1.11,1.86,1.86,6.34,6.3,6.19,56.84,3.65,3.62,14.52,1.93,32.45,23.84,3.6,3.69,3.64,54.0,26.0,31.0,111.0,5.0,2.0,0.0,6.0,3.0,36.0,28.0,49.0,75.0,6.0,12.0,72.0,84.0,24.0,22.0,64.0,15.0,1.0,1.49,1.9,0.25,2.0,3.0,0.0,111.84,80.0,80.8,13.0,0.75,0.41,0.41,3.98,4.03,3.98
847750384808488481641,2022,Kiviranta-Domi-Dellandrea,DAL,line,5on5,6,1698.0,44.0,0.48,0.58,0.46,12.37,1.3,0.83,3.0,0.43,6.72,4.72,1.3,1.31,1.3,16.0,1.0,17.0,34.0,2.0,2.0,0.0,2.0,1.0,3.0,7.0,14.0,15.0,1.0,2.0,17.0,13.0,4.0,6.0,12.0,3.0,2.0,0.35,0.52,0.43,1.0,0.0,1.0,33.41,17.0,16.91,3.0,0.17,0.25,0.25,1.22,1.23,1.23,14.68,1.42,0.96,3.09,0.42,8.12,5.99,1.41,1.47,1.46,17.0,3.0,5.0,25.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,16.0,19.0,0.0,0.0,10.0,16.0,7.0,10.0,15.0,3.0,2.0,0.44,0.36,0.62,0.0,1.0,0.0,25.64,20.0,20.62,4.0,0.2,0.0,0.0,1.62,1.67,1.65
84768918479325,2022,Grzelcyk-Mcavoy,BOS,pairing,5on5,4,1507.0,19.0,0.39,0.47,0.52,11.86,0.63,0.8,3.02,0.4,7.26,4.89,0.58,0.62,0.57,12.0,5.0,6.0,23.0,1.0,0.0,0.0,7.0,0.0,7.0,2.0,11.0,16.0,0.0,0.0,20.0,25.0,3.0,4.0,16.0,1.0,0.0,0.5,0.13,0.0,1.0,0.0,0.0,24.07,17.0,17.37,2.0,0.16,0.0,0.0,0.79,0.78,0.72,12.71,0.98,0.68,3.05,0.38,5.76,5.16,0.98,0.98,0.98,14.0,2.0,10.0,26.0,1.0,1.0,0.0,5.0,0.0,4.0,5.0,13.0,15.0,1.0,2.0,16.0,23.0,2.0,5.0,11.0,4.0,1.0,0.24,0.47,0.26,0.0,0.0,1.0,25.09,16.0,15.23,3.0,0.14,0.18,0.18,0.95,0.94,0.94
84768858480817,2022,Miller-Trouba,NYR,pairing,5on5,7,6262.0,8.0,0.42,0.45,0.47,46.65,3.43,2.89,12.69,1.56,25.16,18.29,3.38,3.38,3.32,42.0,22.0,22.0,86.0,1.0,3.0,0.0,4.0,2.0,30.0,24.0,41.0,63.0,12.0,22.0,53.0,71.0,11.0,20.0,51.0,12.0,1.0,1.52,1.67,0.24,0.0,1.0,0.0,84.38,64.0,63.46,9.0,0.6,0.25,0.48,3.54,3.51,3.48,52.0,4.74,3.58,12.58,1.76,27.9,20.44,4.55,4.7,4.52,52.0,19.0,35.0,106.0,0.0,6.0,0.0,3.0,0.0,34.0,28.0,52.0,71.0,6.0,12.0,44.0,37.0,18.0,20.0,48.0,19.0,4.0,1.35,2.42,0.97,0.0,0.0,0.0,105.04,71.0,70.36,7.0,0.75,1.03,1.03,4.46,4.42,4.35
84746738475718,2022,Brodie-Holl,TOR,pairing,5on5,8,2324.0,42.0,0.29,0.45,0.37,9.71,0.75,0.68,2.24,0.3,5.12,3.91,0.73,0.78,0.75,10.0,3.0,13.0,26.0,0.0,0.0,0.0,2.0,0.0,7.0,4.0,10.0,13.0,2.0,4.0,16.0,24.0,6.0,3.0,9.0,4.0,0.0,0.24,0.51,0.0,0.0,0.0,0.0,25.9,13.0,13.08,1.0,0.14,0.0,0.19,0.7,0.71,0.7,16.32,1.84,1.34,3.63,0.51,8.58,6.1,1.63,1.82,1.6,18.0,4.0,10.0,32.0,2.0,1.0,0.0,7.0,0.0,7.0,5.0,16.0,20.0,3.0,6.0,13.0,24.0,13.0,8.0,14.0,6.0,2.0,0.37,0.9,0.57,1.0,1.0,0.0,32.22,22.0,22.08,7.0,0.29,0.26,0.26,1.87,1.83,1.69
84764298480222,2022,Aho-Mayfield,NYI,pairing,5on5,6,3507.0,15.0,0.34,0.38,0.37,22.9,1.59,1.46,6.3,0.78,12.6,9.28,1.52,1.55,1.48,19.0,13.0,18.0,50.0,1.0,0.0,0.0,5.0,0.0,15.0,11.0,18.0,31.0,6.0,12.0,23.0,38.0,8.0,16.0,27.0,3.0,2.0,0.56,0.48,0.55,1.0,0.0,0.0,48.59,32.0,31.14,11.0,0.3,0.0,0.0,1.89,1.84,1.77,40.4,3.15,2.4,11.48,1.42,21.17,15.38,3.05,3.23,3.13,38.0,17.0,25.0,80.0,3.0,4.0,1.0,14.0,1.0,21.0,12.0,35.0,52.0,4.0,8.0,27.0,33.0,15.0,12.0,42.0,10.0,3.0,0.88,1.39,0.88,0.0,2.0,1.0,81.86,55.0,55.96,4.0,0.5,0.94,0.94,2.71,2.79,2.75
847574584757918479365,2022,Hall-Coyle-Frederic,BOS,line,5on5,3,1012.0,12.0,0.44,0.54,0.54,10.63,0.78,0.67,2.38,0.32,5.69,4.17,0.77,0.76,0.76,9.0,5.0,7.0,21.0,0.0,0.0,0.0,3.0,4.0,4.0,3.0,9.0,14.0,0.0,0.0,9.0,14.0,5.0,6.0,10.0,4.0,0.0,0.29,0.48,0.0,0.0,0.0,0.0,20.91,14.0,13.98,3.0,0.14,0.0,0.0,0.91,0.89,0.89,9.23,0.98,0.62,2.19,0.27,4.45,3.48,0.98,1.02,1.02,7.0,5.0,6.0,18.0,1.0,1.0,0.0,2.0,1.0,2.0,5.0,6.0,11.0,0.0,0.0,10.0,10.0,1.0,2.0,7.0,4.0,1.0,0.19,0.55,0.25,0.0,1.0,0.0,17.84,12.0,12.07,2.0,0.13,0.25,0.25,0.87,0.9,0.9
