lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
847790384779318480880,2022,Lauko-Nosek-Hathaway,BOS,line,5on5,3,720.0,15.0,0.57,0.31,0.43,2.38,0.17,0.14,0.62,0.07,1.15,0.85,0.17,0.17,0.17,2.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,7.0,19.0,1.0,0.0,2.0,1.0,0.0,0.02,0.15,0.0,0.0,0.0,0.0,5.42,3.0,3.23,0.0,0.03,0.0,0.0,0.2,0.2,0.2,2.89,0.13,0.14,0.62,0.08,1.5,1.52,0.13,0.12,0.12,4.0,0.0,7.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,6.0,14.0,0.0,0.0,3.0,1.0,0.0,0.02,0.11,0.0,0.0,0.0,0.0,9.82,4.0,3.57,0.0,0.03,0.0,0.0,0.16,0.15,0.15
847531484764198478445,2022,Lee-Pageau-Barzal,NYI,line,5on5,4,839.0,29.0,0.43,0.75,0.68,8.88,0.44,0.49,2.6,0.29,5.45,3.72,0.44,0.47,0.47,5.0,8.0,8.0,21.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,5.0,13.0,0.0,0.0,7.0,10.0,5.0,1.0,11.0,2.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,21.72,13.0,13.82,0.0,0.1,0.0,0.0,0.55,0.58,0.57,3.99,0.59,0.28,0.84,0.14,2.46,1.68,0.59,0.55,0.55,5.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,5.0,6.0,0.0,0.0,2.0,5.0,3.0,6.0,4.0,1.0,1.0,0.14,0.09,0.36,0.0,0.0,0.0,6.92,6.0,5.82,3.0,0.06,0.0,0.0,0.65,0.61,0.61
847647484784278482093,2022,Jarvis-Aho-Noesen,CAR,line,5on5,13,6100.0,69.0,0.57,0.53,0.54,55.25,5.17,3.77,13.86,1.85,30.52,20.83,5.09,5.16,5.08,49.0,27.0,27.0,103.0,4.0,5.0,1.0,11.0,1.0,30.0,25.0,45.0,72.0,7.0,17.0,48.0,52.0,15.0,18.0,51.0,20.0,5.0,1.32,2.59,1.26,1.0,2.0,1.0,103.88,76.0,76.22,10.0,0.78,0.83,0.77,5.18,5.15,5.08,48.83,3.96,3.15,12.4,1.57,25.68,19.25,3.79,4.02,3.84,43.0,23.0,26.0,92.0,1.0,3.0,0.0,4.0,3.0,24.0,31.0,42.0,65.0,5.0,13.0,65.0,50.0,7.0,22.0,48.0,13.0,5.0,1.34,1.35,1.26,1.0,0.0,0.0,92.47,66.0,66.82,11.0,0.66,0.65,0.65,3.97,4.02,3.93
847342284757918479365,2022,Hall-Foligno-Frederic,BOS,line,5on5,2,726.0,6.0,0.48,0.47,0.46,4.54,0.26,0.27,1.17,0.14,2.4,1.76,0.25,0.28,0.26,4.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,6.0,0.0,0.0,4.0,15.0,1.0,1.0,4.0,2.0,0.0,0.06,0.2,0.0,0.0,0.0,0.0,10.04,6.0,6.6,1.0,0.06,0.0,0.0,0.32,0.34,0.32,5.29,0.28,0.32,1.37,0.16,2.79,2.08,0.28,0.26,0.26,5.0,2.0,3.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,5.0,7.0,2.0,4.0,9.0,11.0,3.0,2.0,5.0,2.0,0.0,0.08,0.2,0.0,0.0,0.0,0.0,9.24,7.0,6.44,1.0,0.07,0.0,0.0,0.35,0.32,0.32
84740908478507,2022,Smith-Marino,NJD,pairing,5on5,3,1245.0,20.0,0.35,0.5,0.37,8.71,0.92,0.66,1.79,0.27,4.43,2.93,0.92,0.93,0.93,9.0,2.0,9.0,20.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,6.0,8.0,2.0,7.0,8.0,15.0,4.0,5.0,6.0,4.0,1.0,0.22,0.48,0.21,1.0,2.0,0.0,20.85,11.0,11.23,2.0,0.14,0.0,0.0,1.06,1.07,1.07,14.55,1.71,0.91,3.38,0.45,6.58,5.96,1.59,1.7,1.58,12.0,7.0,1.0,20.0,1.0,2.0,0.0,2.0,0.0,8.0,6.0,11.0,18.0,4.0,11.0,9.0,19.0,3.0,1.0,13.0,1.0,5.0,0.42,0.17,1.12,0.0,1.0,0.0,18.81,19.0,18.48,0.0,0.19,0.43,0.43,1.47,1.47,1.41
84751678480246,2022,Hedman-Perbix,TBL,pairing,5on5,5,4495.0,11.0,0.64,0.57,0.58,45.63,4.55,3.04,12.22,1.68,24.03,17.47,4.35,4.69,4.48,47.0,16.0,28.0,91.0,5.0,6.0,3.0,9.0,1.0,22.0,20.0,42.0,58.0,2.0,4.0,43.0,63.0,16.0,13.0,47.0,9.0,7.0,1.37,1.01,2.17,1.0,1.0,3.0,93.0,63.0,64.74,9.0,0.63,1.75,1.75,3.44,3.47,3.43,32.44,2.56,2.22,8.2,1.07,18.4,12.56,2.52,2.59,2.54,35.0,10.0,23.0,68.0,3.0,3.0,0.0,11.0,0.0,10.0,18.0,32.0,42.0,2.0,4.0,32.0,60.0,17.0,16.0,34.0,11.0,0.0,0.91,1.65,0.0,3.0,0.0,0.0,66.57,45.0,44.48,12.0,0.45,0.48,0.48,2.53,2.55,2.54
847591384769058479353,2022,Howden-Stephenson-Stone,VGK,line,5on5,21,11569.0,66.0,0.53,0.45,0.44,88.39,7.79,5.71,21.74,2.79,47.42,35.55,7.63,8.01,7.84,88.0,33.0,46.0,167.0,13.0,7.0,3.0,18.0,4.0,44.0,35.0,75.0,108.0,13.0,29.0,107.0,108.0,44.0,34.0,91.0,22.0,8.0,2.72,2.75,2.31,5.0,5.0,3.0,171.38,121.0,124.81,20.0,1.18,1.37,1.37,7.61,7.8,7.71,107.17,6.82,6.48,27.52,3.71,62.56,46.92,6.68,6.7,6.57,98.0,56.0,53.0,207.0,10.0,4.0,1.0,17.0,2.0,65.0,56.0,88.0,144.0,12.0,27.0,112.0,141.0,22.0,51.0,130.0,22.0,2.0,3.32,2.96,0.53,8.0,2.0,0.0,198.77,154.0,149.84,28.0,1.32,0.67,0.67,7.46,7.33,7.22
847646084783988479400,2022,Connor-Dubois-Scheifele,WPG,line,5on5,3,1875.0,7.0,0.6,0.48,0.58,24.2,2.15,1.57,5.45,0.8,13.61,10.42,2.1,2.29,2.24,23.0,11.0,3.0,37.0,1.0,1.0,0.0,8.0,1.0,11.0,12.0,22.0,33.0,2.0,4.0,24.0,23.0,3.0,6.0,25.0,7.0,2.0,0.82,0.76,0.57,1.0,0.0,0.0,39.27,34.0,36.01,1.0,0.33,0.32,0.32,2.16,2.29,2.25,17.79,1.43,1.11,4.85,0.57,10.02,7.02,1.4,1.39,1.35,18.0,7.0,15.0,40.0,1.0,1.0,1.0,6.0,1.0,5.0,11.0,17.0,24.0,0.0,0.0,18.0,27.0,5.0,2.0,21.0,1.0,3.0,0.61,0.08,0.73,0.0,0.0,1.0,39.14,25.0,24.51,0.0,0.23,0.32,0.32,1.34,1.3,1.26
84764578477369,2022,Soucy-Larsson,SEA,pairing,5on5,12,760.0,81.0,0.51,0.74,0.79,8.18,0.5,0.51,1.9,0.24,4.71,3.15,0.49,0.51,0.5,8.0,3.0,3.0,14.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,8.0,11.0,2.0,4.0,2.0,13.0,2.0,1.0,8.0,3.0,0.0,0.15,0.34,0.0,0.0,0.0,0.0,13.99,11.0,11.03,0.0,0.11,0.0,0.0,0.6,0.61,0.61,2.41,0.48,0.16,0.55,0.07,0.98,0.75,0.48,0.46,0.46,2.0,1.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,6.0,2.0,3.0,1.0,1.0,1.0,0.02,0.12,0.35,0.0,0.0,1.0,4.71,3.0,2.83,1.0,0.03,0.35,0.35,0.17,0.17,0.17
84780388479398,2022,Toews-Girard,COL,pairing,5on5,7,3192.0,32.0,0.41,0.46,0.46,24.17,1.83,1.53,6.33,0.77,13.69,9.84,1.78,1.86,1.81,23.0,11.0,14.0,48.0,3.0,1.0,1.0,2.0,0.0,14.0,14.0,20.0,31.0,4.0,8.0,23.0,30.0,11.0,8.0,26.0,7.0,1.0,0.7,0.93,0.2,1.0,2.0,0.0,47.96,34.0,34.13,5.0,0.32,0.18,0.18,1.97,2.0,1.97,28.92,2.68,1.89,8.26,1.19,14.97,11.02,2.47,2.69,2.48,33.0,7.0,17.0,57.0,2.0,5.0,1.0,9.0,0.0,12.0,12.0,31.0,38.0,2.0,4.0,31.0,41.0,3.0,3.0,30.0,6.0,4.0,0.56,0.91,1.2,0.0,1.0,1.0,59.15,40.0,40.88,2.0,0.4,1.25,1.25,1.83,1.84,1.8
847516684784838479318,2022,Tavares-Matthews-Marner,TOR,line,5on5,5,643.0,46.0,0.43,0.48,0.44,4.86,0.46,0.39,0.99,0.15,3.05,1.97,0.45,0.48,0.47,5.0,2.0,5.0,12.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,6.0,2.0,4.0,6.0,5.0,0.0,1.0,6.0,1.0,0.0,0.33,0.13,0.0,1.0,0.0,0.0,12.36,7.0,7.18,1.0,0.08,0.0,0.0,0.54,0.56,0.55,6.47,0.62,0.48,1.83,0.24,3.41,2.41,0.61,0.58,0.57,6.0,3.0,4.0,13.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,5.0,8.0,0.0,0.0,3.0,4.0,1.0,6.0,6.0,2.0,1.0,0.16,0.23,0.24,1.0,0.0,0.0,12.55,9.0,8.71,5.0,0.1,0.13,0.13,0.59,0.56,0.56
847897584808488482740,2022,Marchment-Johnston-Dellandrea,DAL,line,5on5,7,641.0,100.0,0.7,0.67,0.58,5.22,0.29,0.29,1.26,0.15,2.97,2.04,0.28,0.3,0.3,4.0,3.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,4.0,7.0,1.0,2.0,5.0,3.0,1.0,1.0,6.0,1.0,0.0,0.15,0.13,0.0,0.0,0.0,0.0,9.24,7.0,6.64,0.0,0.06,0.0,0.0,0.35,0.36,0.36,3.6,0.12,0.2,1.21,0.11,1.91,1.45,0.12,0.14,0.14,4.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,4.0,5.0,0.0,0.0,5.0,6.0,3.0,0.0,5.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,5.64,5.0,5.48,0.0,0.04,0.0,0.0,0.17,0.18,0.18
847682284768898478028,2022,Olofsson-Glendening-Faksa,DAL,line,5on5,2,955.0,8.0,0.77,0.58,0.59,10.21,1.04,0.78,2.22,0.31,5.23,3.43,1.01,1.01,0.98,10.0,3.0,6.0,19.0,1.0,2.0,0.0,2.0,1.0,1.0,6.0,9.0,12.0,0.0,0.0,8.0,12.0,4.0,1.0,6.0,7.0,0.0,0.17,0.86,0.0,1.0,0.0,0.0,18.55,13.0,12.62,1.0,0.16,0.33,0.33,0.86,0.84,0.83,6.38,0.32,0.34,1.79,0.23,3.58,2.76,0.32,0.33,0.33,8.0,1.0,5.0,14.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,8.0,9.0,0.0,0.0,5.0,10.0,3.0,2.0,8.0,1.0,0.0,0.21,0.11,0.0,0.0,0.0,0.0,14.26,9.0,9.18,2.0,0.07,0.0,0.0,0.39,0.4,0.4
84716778473446,2022,Johnson-Johnson,COL,pairing,5on5,3,709.0,17.0,0.08,0.2,0.25,1.83,0.06,0.11,0.51,0.08,1.35,0.9,0.06,0.06,0.06,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,11.0,0.0,3.0,3.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,3.98,3.0,3.06,2.0,0.02,0.0,0.0,0.08,0.08,0.08,6.65,0.64,0.38,1.6,0.2,3.46,2.73,0.64,0.63,0.63,4.0,5.0,7.0,16.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,9.0,0.0,0.0,6.0,12.0,1.0,1.0,6.0,2.0,1.0,0.14,0.25,0.25,0.0,0.0,0.0,16.09,9.0,9.07,0.0,0.08,0.0,0.0,0.72,0.71,0.71
847353384800398480835,2022,Drury-Staal-Necas,CAR,line,5on5,8,3311.0,37.0,0.36,0.51,0.48,28.99,2.3,1.89,7.81,0.99,17.16,11.85,2.21,2.3,2.21,26.0,16.0,13.0,55.0,4.0,1.0,0.0,5.0,1.0,19.0,12.0,22.0,38.0,1.0,2.0,32.0,31.0,5.0,9.0,31.0,9.0,2.0,0.85,0.97,0.48,2.0,2.0,0.0,55.59,42.0,42.15,6.0,0.39,0.23,0.23,2.46,2.46,2.41,33.16,4.07,2.28,8.35,1.19,17.13,11.98,3.72,4.12,3.77,25.0,20.0,8.0,53.0,1.0,6.0,0.0,3.0,1.0,20.0,14.0,24.0,44.0,2.0,4.0,29.0,33.0,9.0,12.0,27.0,11.0,7.0,0.78,1.46,1.84,0.0,1.0,0.0,53.17,45.0,45.63,5.0,0.48,1.35,1.35,3.21,3.22,3.11
84769028481581,2022,Harley-Lindell,DAL,pairing,5on5,13,1009.0,99.0,0.2,0.42,0.43,4.27,0.17,0.22,1.1,0.13,2.48,1.9,0.17,0.16,0.16,6.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,6.0,6.0,1.0,2.0,5.0,5.0,0.0,0.0,6.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,7.68,6.0,5.83,0.0,0.04,0.0,0.0,0.21,0.2,0.2,6.12,0.68,0.51,1.34,0.2,3.14,2.12,0.64,0.68,0.64,5.0,3.0,3.0,11.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,6.0,0.0,0.0,2.0,6.0,4.0,2.0,5.0,2.0,1.0,0.15,0.28,0.25,0.0,1.0,1.0,10.9,8.0,7.93,1.0,0.11,0.25,0.25,0.55,0.54,0.53
847692784774788478434,2022,Carrier-Blueger-Kolesar,VGK,line,5on5,6,2508.0,23.0,0.42,0.49,0.45,12.95,0.76,0.79,3.18,0.39,7.3,5.57,0.76,0.75,0.75,13.0,5.0,11.0,29.0,2.0,0.0,0.0,3.0,0.0,3.0,10.0,11.0,16.0,1.0,2.0,10.0,35.0,4.0,5.0,15.0,3.0,0.0,0.36,0.4,0.0,1.0,1.0,0.0,29.25,18.0,18.2,3.0,0.16,0.0,0.0,0.92,0.91,0.91,16.18,1.06,1.01,4.1,0.52,8.86,6.45,1.04,1.04,1.01,17.0,5.0,8.0,30.0,0.0,2.0,0.0,1.0,0.0,8.0,11.0,17.0,22.0,3.0,6.0,23.0,26.0,4.0,5.0,19.0,3.0,0.0,0.55,0.51,0.0,0.0,0.0,0.0,29.53,22.0,21.73,1.0,0.21,0.34,0.34,0.93,0.91,0.89
84706138476958,2022,Slavin-Burns,CAR,pairing,5on5,15,15748.0,31.0,0.57,0.55,0.56,161.73,14.51,10.8,42.38,5.54,87.82,63.94,13.92,14.43,13.85,151.0,74.0,74.0,299.0,13.0,19.0,0.0,34.0,3.0,77.0,79.0,138.0,212.0,13.0,26.0,138.0,132.0,51.0,45.0,164.0,46.0,15.0,3.98,6.06,4.47,7.0,5.0,1.0,301.67,225.0,226.08,21.0,2.26,4.09,4.09,12.69,12.63,12.48,127.95,10.98,8.47,33.92,4.24,67.92,49.47,10.6,11.19,10.8,112.0,63.0,68.0,243.0,5.0,14.0,0.0,19.0,2.0,58.0,77.0,107.0,170.0,14.0,28.0,119.0,134.0,39.0,55.0,124.0,39.0,12.0,3.16,4.79,3.03,2.0,3.0,0.0,243.35,175.0,176.31,33.0,1.77,2.87,2.87,9.88,10.08,9.88
84754558480145,2022,Dillon-Pionk,WPG,pairing,5on5,5,3762.0,9.0,0.53,0.58,0.57,33.21,2.43,2.14,8.23,1.13,18.79,13.29,2.41,2.44,2.42,30.0,16.0,24.0,70.0,0.0,2.0,0.0,5.0,2.0,21.0,16.0,30.0,46.0,7.0,17.0,32.0,67.0,7.0,13.0,34.0,10.0,2.0,0.81,1.13,0.5,0.0,0.0,0.0,69.48,46.0,46.18,9.0,0.44,0.19,0.19,2.68,2.69,2.68,24.3,2.16,1.65,5.79,0.82,14.28,10.31,2.14,2.12,2.11,25.0,10.0,16.0,51.0,5.0,1.0,0.0,4.0,0.0,10.0,15.0,20.0,30.0,5.0,13.0,34.0,62.0,14.0,10.0,25.0,7.0,3.0,0.8,0.74,0.62,1.0,4.0,0.0,51.37,35.0,35.44,9.0,0.34,0.2,0.2,2.29,2.25,2.24
84769178477506,2022,Pelech-Pulock,NYI,pairing,5on5,6,1679.0,27.0,0.41,0.4,0.35,10.46,0.93,0.67,2.68,0.32,5.41,3.99,0.93,0.93,0.93,10.0,4.0,9.0,23.0,0.0,0.0,0.0,2.0,1.0,3.0,8.0,10.0,14.0,2.0,4.0,16.0,25.0,5.0,3.0,10.0,3.0,1.0,0.26,0.37,0.3,0.0,0.0,0.0,22.91,14.0,14.07,2.0,0.14,0.0,0.0,1.07,1.07,1.07,18.93,1.33,1.26,5.14,0.61,10.38,7.28,1.3,1.39,1.35,17.0,9.0,8.0,34.0,1.0,1.0,0.0,4.0,0.0,11.0,9.0,16.0,25.0,1.0,2.0,25.0,22.0,5.0,1.0,21.0,4.0,1.0,0.54,0.5,0.29,1.0,0.0,0.0,34.42,26.0,26.5,0.0,0.26,0.29,0.29,1.31,1.34,1.32
847121884764608476480,2022,Namestnikov-Scheifele-Wheeler,WPG,line,5on5,2,913.0,8.0,0.48,0.41,0.29,3.52,0.38,0.23,0.76,0.14,1.87,1.63,0.38,0.36,0.35,3.0,2.0,6.0,11.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,5.0,2.0,4.0,10.0,11.0,0.0,2.0,3.0,2.0,0.0,0.1,0.28,0.0,0.0,0.0,0.0,10.36,5.0,4.61,1.0,0.05,0.13,0.13,0.31,0.29,0.29,7.79,0.42,0.56,1.98,0.31,5.14,3.6,0.42,0.46,0.46,10.0,2.0,4.0,16.0,0.0,1.0,0.0,2.0,0.0,4.0,5.0,10.0,12.0,1.0,2.0,7.0,4.0,2.0,3.0,11.0,1.0,0.0,0.3,0.12,0.0,0.0,0.0,0.0,17.8,12.0,13.36,3.0,0.12,0.02,0.02,0.51,0.56,0.56
847350484747098475231,2022,Martin-Cizikas-Clutterbuck,NYI,line,5on5,6,2331.0,21.0,0.44,0.35,0.38,13.05,1.11,0.79,3.42,0.43,7.0,5.26,1.1,1.1,1.1,12.0,6.0,9.0,27.0,2.0,0.0,0.0,0.0,0.0,5.0,11.0,10.0,16.0,2.0,6.0,22.0,50.0,4.0,8.0,14.0,3.0,1.0,0.43,0.38,0.3,1.0,1.0,0.0,26.77,18.0,17.95,3.0,0.17,0.0,0.12,1.15,1.15,1.15,21.58,1.4,1.31,6.03,0.75,11.8,8.71,1.39,1.37,1.36,17.0,13.0,20.0,50.0,2.0,0.0,0.0,5.0,1.0,16.0,6.0,15.0,28.0,4.0,8.0,25.0,26.0,8.0,7.0,25.0,4.0,1.0,0.52,0.61,0.27,2.0,0.0,0.0,49.0,30.0,29.67,4.0,0.27,0.0,0.0,1.67,1.63,1.62
847531484775008478445,2022,Lee-Horvat-Barzal,NYI,line,5on5,6,2662.0,18.0,0.55,0.57,0.54,29.83,2.47,1.87,7.97,1.01,16.05,11.62,2.41,2.43,2.38,29.0,12.0,16.0,57.0,1.0,2.0,0.0,8.0,0.0,19.0,11.0,28.0,40.0,1.0,2.0,23.0,24.0,2.0,17.0,30.0,9.0,2.0,0.7,1.23,0.54,0.0,0.0,1.0,55.98,41.0,40.11,9.0,0.39,0.29,0.29,2.56,2.53,2.47,25.34,2.02,1.53,6.56,0.81,13.87,10.2,2.0,2.08,2.06,23.0,12.0,8.0,43.0,1.0,1.0,0.0,9.0,1.0,10.0,13.0,22.0,34.0,2.0,4.0,17.0,27.0,6.0,13.0,29.0,3.0,3.0,0.7,0.46,0.86,1.0,0.0,0.0,44.54,35.0,36.43,8.0,0.32,0.43,0.43,1.91,1.96,1.95
84741668474565,2022,Martinez-Pietrangelo,VGK,pairing,5on5,21,19284.0,37.0,0.5,0.45,0.46,176.63,16.5,11.39,43.16,5.74,94.49,71.73,16.16,16.95,16.6,182.0,61.0,84.0,327.0,19.0,13.0,2.0,40.0,9.0,75.0,87.0,163.0,224.0,16.0,32.0,181.0,190.0,63.0,59.0,170.0,53.0,20.0,4.72,6.36,5.43,4.0,10.0,5.0,337.27,243.0,249.54,36.0,2.37,2.81,2.81,16.06,16.45,16.33,204.54,16.37,13.13,52.09,6.87,110.57,81.97,15.9,16.23,15.79,198.0,83.0,120.0,401.0,10.0,18.0,2.0,33.0,6.0,116.0,98.0,188.0,271.0,27.0,62.0,171.0,213.0,52.0,72.0,212.0,56.0,13.0,5.78,7.24,3.35,4.0,5.0,1.0,389.22,281.0,275.13,34.0,2.73,2.79,2.79,16.31,16.28,16.05
84745688476931,2022,Mccabe-Schenn,TOR,pairing,5on5,8,732.0,61.0,0.62,0.24,0.38,4.04,0.64,0.27,0.88,0.1,1.61,1.5,0.64,0.58,0.58,3.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,5.0,7.0,1.0,5.0,3.0,0.0,2.0,0.03,0.0,0.61,0.0,0.0,1.0,4.62,5.0,4.67,5.0,0.06,0.0,0.0,0.7,0.63,0.63,5.37,0.39,0.38,1.32,0.18,3.44,2.28,0.39,0.4,0.4,6.0,2.0,8.0,16.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,6.0,8.0,0.0,0.0,2.0,9.0,2.0,0.0,6.0,2.0,0.0,0.16,0.23,0.0,0.0,0.0,0.0,16.53,8.0,8.51,0.0,0.08,0.0,0.0,0.47,0.48,0.47
847747984779568478401,2022,Bertuzzi-Zacha-Pastrnak,BOS,line,5on5,5,1601.0,22.0,0.55,0.54,0.6,17.91,1.27,1.03,4.74,0.57,9.2,7.2,1.21,1.37,1.31,19.0,5.0,7.0,31.0,1.0,2.0,0.0,2.0,1.0,10.0,8.0,18.0,23.0,3.0,6.0,9.0,10.0,1.0,5.0,20.0,3.0,1.0,0.6,0.42,0.25,1.0,0.0,0.0,33.03,24.0,25.55,3.0,0.21,0.41,0.41,1.06,1.13,1.12,11.38,1.03,0.76,2.92,0.38,6.19,4.72,1.01,1.03,1.02,11.0,5.0,10.0,26.0,1.0,1.0,0.0,3.0,1.0,6.0,4.0,10.0,15.0,3.0,6.0,8.0,17.0,5.0,3.0,13.0,1.0,2.0,0.3,0.11,0.62,0.0,0.0,1.0,24.34,16.0,15.32,2.0,0.16,0.32,0.32,0.87,0.88,0.88
84754628477986,2022,Montour-Gudas,FLA,pairing,5on5,18,1213.0,135.0,0.42,0.43,0.44,7.76,0.63,0.57,1.74,0.26,4.54,3.27,0.62,0.65,0.65,8.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,8.0,11.0,0.0,0.0,1.0,9.0,2.0,1.0,8.0,2.0,1.0,0.18,0.2,0.24,0.0,0.0,0.0,15.29,11.0,11.34,1.0,0.11,0.0,0.0,0.74,0.77,0.76,10.36,0.88,0.77,2.2,0.32,5.78,4.04,0.86,0.92,0.9,9.0,5.0,6.0,20.0,0.0,1.0,0.0,2.0,1.0,3.0,7.0,9.0,14.0,0.0,0.0,3.0,6.0,2.0,3.0,9.0,5.0,0.0,0.25,0.63,0.0,0.0,0.0,0.0,20.96,14.0,14.51,1.0,0.16,0.19,0.19,0.84,0.88,0.88
847688984808488481641,2022,Kiviranta-Faksa-Dellandrea,DAL,line,5on5,7,706.0,60.0,0.52,0.45,0.47,5.63,0.46,0.34,1.44,0.18,3.31,2.27,0.45,0.45,0.45,5.0,3.0,2.0,10.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,4.0,7.0,2.0,4.0,5.0,14.0,2.0,1.0,5.0,3.0,0.0,0.06,0.4,0.0,0.0,1.0,0.0,9.25,8.0,7.71,1.0,0.07,0.13,0.13,0.41,0.4,0.39,6.95,0.42,0.35,1.46,0.19,3.15,3.43,0.42,0.41,0.41,7.0,2.0,3.0,12.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,7.0,9.0,2.0,4.0,4.0,20.0,1.0,0.0,8.0,1.0,0.0,0.24,0.18,0.0,0.0,0.0,0.0,11.65,9.0,8.85,0.0,0.07,0.07,0.07,0.43,0.42,0.42
