team_id,season,jerseyNumber,person.id,person.fullName,person.link,position.code,position.name,position.type,position.abbreviation
3,2017,27,8471490,Adam Cracknell,/api/v1/people/8471490,R,Right Wing,Forward,RW
3,2017,55,8471657,Cody McLeod,/api/v1/people/8471657,L,Left Wing,Forward,LW
3,2017,18,8471686,Marc Staal,/api/v1/people/8471686,D,Defenseman,Defenseman,D
3,2017,51,8471976,David Desharnais,/api/v1/people/8471976,C,Center,Forward,C
3,2017,39,8473492,Matt Beleskey,/api/v1/people/8473492,L,Left Wing,Forward,LW
3,2017,40,8473546,Michael Grabner,/api/v1/people/8473546,L,Left Wing,Forward,LW
3,2017,44,8474000,Steven Kampfer,/api/v1/people/8474000,D,Defenseman,Defenseman,D
3,2017,34,8474008,Paul Carey,/api/v1/people/8474008,C,Center,Forward,C
3,2017,12,8474031,Kevin Shattenkirk,/api/v1/people/8474031,D,Defenseman,Defenseman,D
3,2017,2,8474090,Brendan Smith,/api/v1/people/8474090,D,Defenseman,Defenseman,D
3,2017,27,8474151,Ryan McDonagh,/api/v1/people/8474151,D,Defenseman,Defenseman,D
3,2017,5,8474207,Nick Holden,/api/v1/people/8474207,D,Defenseman,Defenseman,D
3,2017,,8475180,Peter Holland,/api/v1/people/8475180,C,Center,Forward,C
3,2017,20,8475184,Chris Kreider,/api/v1/people/8475184,L,Left Wing,Forward,LW
3,2017,36,8475692,Mats Zuccarello,/api/v1/people/8475692,R,Right Wing,Forward,RW
3,2017,15,8475727,Ryan Spooner,/api/v1/people/8475727,C,Center,Forward,C
3,2017,12,8475763,Kevin Hayes,/api/v1/people/8475763,R,Right Wing,Forward,RW
3,2017,71,8475855,Jesper Fast,/api/v1/people/8475855,R,Right Wing,Forward,RW
3,2017,46,8476303,Rob O'Gara,/api/v1/people/8476303,D,Defenseman,Defenseman,D
3,2017,62,8476396,Steven Fogarty,/api/v1/people/8476396,C,Center,Forward,C
3,2017,43,8476401,Daniel Catenacci,/api/v1/people/8476401,C,Center,Forward,C
3,2017,25,8476450,Ryan Sproul,/api/v1/people/8476450,D,Defenseman,Defenseman,D
3,2017,93,8476459,Mika Zibanejad,/api/v1/people/8476459,C,Center,Forward,C
3,2017,9,8476468,J.T. Miller,/api/v1/people/8476468,C,Center,Forward,C
3,2017,7,8476480,Vladislav Namestnikov,/api/v1/people/8476480,C,Center,Forward,C
3,2017,76,8476869,Brady Skjei,/api/v1/people/8476869,D,Defenseman,Defenseman,D
3,2017,26,8476918,Jimmy Vesey,/api/v1/people/8476918,L,Left Wing,Forward,LW
3,2017,59,8476922,Boo Nieves,/api/v1/people/8476922,C,Center,Forward,C
3,2017,58,8477337,John Gilmour,/api/v1/people/8477337,D,Defenseman,Defenseman,D
3,2017,89,8477402,Pavel Buchnevich,/api/v1/people/8477402,L,Left Wing,Forward,LW
3,2017,77,8477950,Tony DeAngelo,/api/v1/people/8477950,D,Defenseman,Defenseman,D
3,2017,10,8479968,Vinni Lettieri,/api/v1/people/8479968,C,Center,Forward,C
3,2017,24,8480072,Lias Andersson,/api/v1/people/8480072,C,Center,Forward,C
3,2017,72,8480078,Filip Chytil,/api/v1/people/8480078,C,Center,Forward,C
3,2017,4,8480145,Neal Pionk,/api/v1/people/8480145,D,Defenseman,Defenseman,D
3,2017,30,8468685,Henrik Lundqvist,/api/v1/people/8468685,G,Goalie,Goalie,G
3,2017,31,8471715,Ondrej Pavelec,/api/v1/people/8471715,G,Goalie,Goalie,G
3,2017,75,8477990,Brandon Halverson,/api/v1/people/8477990,G,Goalie,Goalie,G
3,2017,40,8480382,Alexandar Georgiev,/api/v1/people/8480382,G,Goalie,Goalie,G
4,2017,29,8469665,Johnny Oduya,/api/v1/people/8469665,D,Defenseman,Defenseman,D
4,2017,51,8470047,Valtteri Filppula,/api/v1/people/8470047,C,Center,Forward,C
4,2017,45,8473440,Will O'Neill,/api/v1/people/8473440,D,Defenseman,Defenseman,D
4,2017,28,8473512,Claude Giroux,/api/v1/people/8473512,R,Right Wing,Forward,RW
4,2017,47,8473584,Andrew MacDonald,/api/v1/people/8473584,D,Defenseman,Defenseman,D
4,2017,,8474161,Jakub Voracek,/api/v1/people/8474161,R,Right Wing,Forward,RW
4,2017,24,8474190,Wayne Simmonds,/api/v1/people/8474190,R,Right Wing,Forward,RW
4,2017,15,8474627,Jori Lehtera,/api/v1/people/8474627,C,Center,Forward,C
4,2017,22,8474668,Dale Weise,/api/v1/people/8474668,R,Right Wing,Forward,RW
4,2017,26,8475430,Brandon Manning,/api/v1/people/8475430,D,Defenseman,Defenseman,D
4,2017,7,8475462,Radko Gudas,/api/v1/people/8475462,D,Defenseman,Defenseman,D
4,2017,5,8475729,Mark Alt,/api/v1/people/8475729,D,Defenseman,Defenseman,D
4,2017,43,8475738,Jordan Weal,/api/v1/people/8475738,C,Center,Forward,C
4,2017,10,8476177,Matt Read,/api/v1/people/8476177,R,Right Wing,Forward,RW
4,2017,14,8476461,Sean Couturier,/api/v1/people/8476461,C,Center,Forward,C
4,2017,21,8476872,Scott Laughton,/api/v1/people/8476872,C,Center,Forward,C
4,2017,41,8476906,Shayne Gostisbehere,/api/v1/people/8476906,D,Defenseman,Defenseman,D
4,2017,20,8476955,Taylor Leier,/api/v1/people/8476955,L,Left Wing,Forward,LW
4,2017,18,8477290,Michael Raffl,/api/v1/people/8477290,L,Left Wing,Forward,LW
4,2017,12,8477399,Tyrell Goulbourne,/api/v1/people/8477399,L,Left Wing,Forward,LW
4,2017,18,8477462,Robert Hagg,/api/v1/people/8477462,D,Defenseman,Defenseman,D
4,2017,55,8477502,Samuel Morin,/api/v1/people/8477502,L,Left Wing,Forward,LW
4,2017,6,8477948,Travis Sanheim,/api/v1/people/8477948,D,Defenseman,Defenseman,D
4,2017,23,8478067,Oskar Lindblom,/api/v1/people/8478067,L,Left Wing,Forward,LW
4,2017,62,8478365,Danick Martel,/api/v1/people/8478365,L,Left Wing,Forward,LW
4,2017,11,8478439,Travis Konecny,/api/v1/people/8478439,R,Right Wing,Forward,RW
4,2017,9,8478500,Ivan Provorov,/api/v1/people/8478500,D,Defenseman,Defenseman,D
4,2017,41,8479974,Nolan Patrick,/api/v1/people/8479974,C,Center,Forward,C
4,2017,1,8470880,Brian Elliott,/api/v1/people/8470880,G,Goalie,Goalie,G
4,2017,30,8473607,Michal Neuvirth,/api/v1/people/8473607,G,Goalie,Goalie,G
4,2017,34,8475852,Petr Mrazek,/api/v1/people/8475852,G,Goalie,Goalie,G
4,2017,34,8479312,Alex Lyon,/api/v1/people/8479312,G,Goalie,Goalie,G
5,2017,71,8471215,Evgeni Malkin,/api/v1/people/8471215,C,Center,Forward,C
5,2017,48,8471436,Matt Hunwick,/api/v1/people/8471436,D,Defenseman,Defenseman,D
5,2017,87,8471675,Sidney Crosby,/api/v1/people/8471675,C,Center,Forward,C
5,2017,58,8471724,Kris Letang,/api/v1/people/8471724,D,Defenseman,Defenseman,D
5,2017,75,8471817,Ryan Reaves,/api/v1/people/8471817,R,Right Wing,Forward,RW
5,2017,70,8471887,Patric Hornqvist,/api/v1/people/8471887,R,Right Wing,Forward,RW
5,2017,61,8473544,Derick Brassard,/api/v1/people/8473544,C,Center,Forward,C
5,2017,8,8473548,Phil Kessel,/api/v1/people/8473548,R,Right Wing,Forward,RW
5,2017,82,8474013,Ian Cole,/api/v1/people/8474013,D,Defenseman,Defenseman,D
5,2017,62,8474176,Carl Hagelin,/api/v1/people/8474176,L,Left Wing,Forward,LW
5,2017,4,8474602,Justin Schultz,/api/v1/people/8474602,D,Defenseman,Defenseman,D
5,2017,8,8475208,Brian Dumoulin,/api/v1/people/8475208,D,Defenseman,Defenseman,D
5,2017,15,8475735,Greg McKegg,/api/v1/people/8475735,C,Center,Forward,C
5,2017,8,8475772,Riley Sheahan,/api/v1/people/8475772,C,Center,Forward,C
5,2017,17,8475810,Bryan Rust,/api/v1/people/8475810,R,Right Wing,Forward,RW
5,2017,14,8475832,Tom Kuhnhackl,/api/v1/people/8475832,R,Right Wing,Forward,RW
5,2017,55,8475902,Zach Trotman,/api/v1/people/8475902,D,Defenseman,Defenseman,D
5,2017,26,8476293,Scott Wilson,/api/v1/people/8476293,C,Center,Forward,C
5,2017,18,8476302,Frank Corrado,/api/v1/people/8476302,D,Defenseman,Defenseman,D
5,2017,15,8476326,Josh Archibald,/api/v1/people/8476326,R,Right Wing,Forward,RW
5,2017,24,8476467,Jamie Oleksiak,/api/v1/people/8476467,D,Defenseman,Defenseman,D
5,2017,2,8476874,Olli Maatta,/api/v1/people/8476874,D,Defenseman,Defenseman,D
5,2017,37,8477240,Carter Rowney,/api/v1/people/8477240,C,Center,Forward,C
5,2017,2,8477244,Chad Ruhwedel,/api/v1/people/8477244,D,Defenseman,Defenseman,D
5,2017,59,8477404,Jake Guentzel,/api/v1/people/8477404,L,Left Wing,Forward,LW
5,2017,48,8477520,Jean-Sebastien Dea,/api/v1/people/8477520,C,Center,Forward,C
5,2017,36,8477591,Josh Jooris,/api/v1/people/8477591,R,Right Wing,Forward,RW
5,2017,73,8477839,Conor Sheary,/api/v1/people/8477839,L,Left Wing,Forward,LW
5,2017,88,8478466,Daniel Sprong,/api/v1/people/8478466,R,Right Wing,Forward,RW
5,2017,51,8478866,Dominik Simon,/api/v1/people/8478866,C,Center,Forward,C
5,2017,11,8479944,Zach Aston-Reese,/api/v1/people/8479944,C,Center,Forward,C
5,2017,37,8474550,Antti Niemi,/api/v1/people/8474550,G,Goalie,Goalie,G
5,2017,30,8476899,Matt Murray,/api/v1/people/8476899,G,Goalie,Goalie,G
5,2017,35,8477465,Tristan Jarry,/api/v1/people/8477465,G,Goalie,Goalie,G
5,2017,29,8479193,Casey DeSmith,/api/v1/people/8479193,G,Goalie,Goalie,G
6,2017,33,8465009,Zdeno Chara,/api/v1/people/8465009,D,Defenseman,Defenseman,D
6,2017,12,8467407,Brian Gionta,/api/v1/people/8467407,R,Right Wing,Forward,RW
6,2017,61,8470041,Rick Nash,/api/v1/people/8470041,L,Left Wing,Forward,LW
6,2017,37,8470638,Patrice Bergeron,/api/v1/people/8470638,C,Center,Forward,C
6,2017,21,8470655,David Backes,/api/v1/people/8470655,R,Right Wing,Forward,RW
6,2017,46,8471276,David Krejci,/api/v1/people/8471276,C,Center,Forward,C
6,2017,54,8471717,Adam McQuaid,/api/v1/people/8471717,D,Defenseman,Defenseman,D
6,2017,63,8473419,Brad Marchand,/api/v1/people/8473419,L,Left Wing,Forward,LW
6,2017,39,8473492,Matt Beleskey,/api/v1/people/8473492,L,Left Wing,Forward,LW
6,2017,18,8474062,Riley Nash,/api/v1/people/8474062,C,Center,Forward,C
6,2017,14,8474074,Paul Postma,/api/v1/people/8474074,D,Defenseman,Defenseman,D
6,2017,5,8474207,Nick Holden,/api/v1/people/8474207,D,Defenseman,Defenseman,D
6,2017,57,8474739,Tommy Wingels,/api/v1/people/8474739,C,Center,Forward,C
6,2017,27,8475224,Jordan Szwarz,/api/v1/people/8475224,C,Center,Forward,C
6,2017,15,8475727,Ryan Spooner,/api/v1/people/8475727,C,Center,Forward,C
6,2017,18,8475844,Kenny Agostino,/api/v1/people/8475844,L,Left Wing,Forward,LW
6,2017,86,8476191,Kevan Miller,/api/v1/people/8476191,D,Defenseman,Defenseman,D
6,2017,46,8476303,Rob O'Gara,/api/v1/people/8476303,D,Defenseman,Defenseman,D
6,2017,7,8476374,Sean Kuraly,/api/v1/people/8476374,C,Center,Forward,C
6,2017,47,8476792,Torey Krug,/api/v1/people/8476792,D,Defenseman,Defenseman,D
6,2017,48,8476891,Matt Grzelcyk,/api/v1/people/8476891,D,Defenseman,Defenseman,D
6,2017,59,8477213,Tim Schaller,/api/v1/people/8477213,L,Left Wing,Forward,LW
6,2017,25,8477320,Anton Blidh,/api/v1/people/8477320,L,Left Wing,Forward,LW
6,2017,22,8477417,Peter Cehlarik,/api/v1/people/8477417,L,Left Wing,Forward,LW
6,2017,12,8477529,Colby Cave,/api/v1/people/8477529,C,Center,Forward,C
6,2017,88,8477956,David Pastrnak,/api/v1/people/8477956,R,Right Wing,Forward,RW
6,2017,8,8477987,Ryan Donato,/api/v1/people/8477987,C,Center,Forward,C
6,2017,43,8478046,Danton Heinen,/api/v1/people/8478046,L,Left Wing,Forward,LW
6,2017,24,8478075,Anders Bjork,/api/v1/people/8478075,L,Left Wing,Forward,LW
6,2017,77,8478366,Frank Vatrano,/api/v1/people/8478366,R,Right Wing,Forward,RW
6,2017,25,8478443,Brandon Carlo,/api/v1/people/8478443,D,Defenseman,Defenseman,D
