team_id,season,stat.gamesPlayed,stat.wins,stat.losses,stat.ot,stat.pts,stat.ptPctg,stat.goalsPerGame,stat.goalsAgainstPerGame,stat.evGGARatio,stat.powerPlayPercentage,stat.powerPlayGoals,stat.powerPlayGoalsAgainst,stat.powerPlayOpportunities,stat.penaltyKillPercentage,stat.shotsPerGame,stat.shotsAllowed,stat.winScoreFirst,stat.winOppScoreFirst,stat.winLeadFirstPer,stat.winLeadSecondPer,stat.winOutshootOpp,stat.winOutshotByOpp,stat.faceOffsTaken,stat.faceOffsWon,stat.faceOffsLost,stat.faceOffWinPercentage,stat.shootingPctg,stat.savePctg,team.id,team.name,team.link,stat.penaltyKillOpportunities,stat.savePctRank,stat.shootingPctRank
6,2023,9.0,8,0,1,17,94.4,3.2222,1.555556,1.8889,16.7,5.0,1.0,30.0,97.3,31.1111,29.4444,1.0,0.8,1.0,0.833,1.0,0.8,534.0,263.0,271.0,49.2,10.4,0.947,6,Boston Bruins,/api/v1/teams/6,,,
6,2023,,2nd,2nd,10th,2nd,2nd,13th,1st,3rd,18th,19th,1st,20th,1st,17th,11th,4th,2nd,5th,19th,3rd,3rd,14th,14th,19th,20th,,,6,Boston Bruins,/api/v1/teams/6,27th,1st,14th
7,2023,10.0,5,5,0,10,50.0,3.2,2.9,1.25,10.0,3.0,4.0,30.0,90.0,28.5,31.3,0.8,0.2,1.0,1.0,0.75,0.333,595.0,272.0,323.0,45.7,11.2,0.907,7,Buffalo Sabres,/api/v1/teams/7,,,
7,2023,,14th,24th,28th,17th,19th,16th,12th,11th,29th,27th,7th,23rd,5th,26th,19th,8th,17th,12th,12th,10th,10th,3rd,10th,32nd,29th,,,7,Buffalo Sabres,/api/v1/teams/7,30th,13th,11th
8,2023,9.0,5,2,2,12,66.7,3.0,3.111111,2.2857,20.0,7.0,11.0,35.0,75.0,29.8889,35.2222,0.6,0.5,0.5,1.0,0.5,0.571,499.0,262.0,237.0,52.5,10.0,0.912,8,Montréal Canadiens,/api/v1/teams/8,,,
8,2023,,11th,8th,3rd,9th,9th,20th,15th,1st,15th,13th,31st,11th,23rd,20th,30th,16th,12th,27th,10th,19th,19th,19th,15th,8th,8th,,,8,Montréal Canadiens,/api/v1/teams/8,31st,10th,17th
9,2023,8.0,4,4,0,8,50.0,4.0,3.25,1.2941,21.1,8.0,7.0,38.0,75.9,34.5,29.875,0.667,0.0,0.8,1.0,0.5,0.5,487.0,262.0,225.0,53.8,11.6,0.891,9,Ottawa Senators,/api/v1/teams/9,,,
9,2023,,22nd,20th,29th,25th,21st,5th,21st,9th,12th,10th,19th,4th,21st,3rd,13th,11th,29th,20th,15th,21st,21st,27th,17th,4th,5th,,,9,Ottawa Senators,/api/v1/teams/9,12th,23rd,8th
10,2023,9.0,5,3,1,11,61.1,3.2222,3.111111,0.8235,31.2,10.0,8.0,32.0,74.2,33.2222,29.2222,0.75,0.4,1.0,1.0,0.429,1.0,522.0,269.0,253.0,51.5,9.7,0.894,10,Toronto Maple Leafs,/api/v1/teams/10,,,
10,2023,,12th,13th,15th,14th,13th,14th,17th,23rd,5th,6th,22nd,18th,26th,7th,9th,17th,13th,11th,11th,23rd,23rd,17th,11th,15th,11th,,,10,Toronto Maple Leafs,/api/v1/teams/10,16th,21st,18th
12,2023,10.0,6,4,0,12,60.0,3.6,3.7,1.1053,25.0,10.0,10.0,40.0,75.0,35.0,26.1,0.75,0.5,1.0,1.0,0.714,1.0,637.0,327.0,310.0,51.3,10.3,0.858,12,Carolina Hurricanes,/api/v1/teams/12,,,
12,2023,,8th,17th,26th,10th,14th,6th,28th,15th,7th,4th,30th,1st,22nd,2nd,1st,14th,7th,10th,7th,11th,11th,1st,2nd,29th,14th,,,12,Carolina Hurricanes,/api/v1/teams/12,29th,32nd,15th
13,2023,8.0,4,3,1,9,56.3,2.75,2.875,1.1667,14.3,4.0,9.0,28.0,67.9,34.25,29.75,0.667,0.4,0.667,0.75,0.4,0.667,482.0,243.0,239.0,50.4,8.0,0.903,13,Florida Panthers,/api/v1/teams/13,,,
13,2023,,19th,15th,16th,18th,16th,23rd,9th,13th,23rd,24th,26th,25th,31st,4th,12th,21st,14th,23rd,24th,24th,24th,28th,26th,9th,16th,,,13,Florida Panthers,/api/v1/teams/13,6th,14th,24th
14,2023,9.0,4,2,3,11,61.1,3.5556,3.111111,0.95,33.3,10.0,3.0,30.0,86.4,29.5556,35.6667,1.0,0.0,0.8,0.75,1.0,0.167,498.0,262.0,236.0,52.6,12.0,0.913,14,Tampa Bay Lightning,/api/v1/teams/14,,,
14,2023,,15th,10th,1st,12th,12th,7th,16th,20th,3rd,5th,5th,22nd,8th,23rd,31st,7th,26th,18th,21st,4th,4th,20th,16th,6th,7th,,,14,Tampa Bay Lightning,/api/v1/teams/14,1st,8th,6th
15,2023,8.0,4,3,1,9,56.3,2.125,3.25,0.5556,12.0,3.0,7.0,25.0,75.0,29.625,30.375,1.0,0.429,1.0,1.0,0.5,0.5,440.0,199.0,241.0,45.2,7.2,0.893,15,Washington Capitals,/api/v1/teams/15,,,
15,2023,,20th,16th,17th,19th,17th,29th,20th,29th,26th,28th,18th,29th,25th,22nd,16th,30th,8th,15th,13th,20th,20th,32nd,32nd,12th,30th,,,15,Washington Capitals,/api/v1/teams/15,7th,22nd,29th
16,2023,9.0,3,6,0,6,33.3,2.1111,3.555556,0.48,9.1,3.0,4.0,33.0,86.7,26.3333,34.2222,0.25,0.4,0.0,1.0,1.0,0.286,508.0,208.0,300.0,40.9,8.0,0.896,16,Chicago Blackhawks,/api/v1/teams/16,,,
16,2023,,29th,30th,32nd,29th,29th,30th,26th,31st,30th,29th,8th,16th,7th,30th,27th,31st,15th,3rd,18th,6th,6th,18th,31st,28th,32nd,,,16,Chicago Blackhawks,/api/v1/teams/16,14th,20th,25th
17,2023,10.0,6,3,1,13,65.0,4.0,3.1,1.4444,32.4,12.0,7.0,37.0,81.1,31.0,31.4,0.6,0.6,1.0,1.0,0.5,0.667,561.0,288.0,273.0,51.3,12.9,0.901,17,Detroit Red Wings,/api/v1/teams/17,,,
17,2023,,7th,12th,13th,7th,10th,4th,14th,6th,4th,2nd,17th,6th,13th,18th,20th,12th,5th,8th,5th,17th,17th,8th,6th,20th,13th,,,17,Detroit Red Wings,/api/v1/teams/17,28th,16th,3rd
18,2023,9.0,4,5,0,8,44.4,2.7778,2.888889,1.0909,21.1,8.0,9.0,38.0,69.0,30.8889,28.7778,0.75,0.2,0.667,1.0,0.5,0.333,495.0,241.0,254.0,48.7,9.0,0.9,18,Nashville Predators,/api/v1/teams/18,,,
18,2023,,23rd,26th,30th,26th,25th,22nd,11th,16th,13th,11th,27th,5th,30th,19th,6th,20th,20th,25th,16th,22nd,22nd,21st,27th,16th,22nd,,,18,Nashville Predators,/api/v1/teams/18,13th,17th,21st
19,2023,8.0,3,4,1,7,43.8,1.75,2.875,0.6667,4.0,1.0,5.0,25.0,78.3,25.125,32.5,1.0,0.167,1.0,1.0,1.0,0.333,464.0,225.0,239.0,48.5,7.0,0.912,19,St. Louis Blues,/api/v1/teams/19,,,
19,2023,,27th,23rd,20th,27th,26th,31st,10th,28th,32nd,32nd,12th,30th,15th,31st,24th,25th,24th,17th,17th,5th,5th,29th,30th,10th,23rd,,,19,St. Louis Blues,/api/v1/teams/19,2nd,11th,30th
20,2023,10.0,2,7,1,5,25.0,2.2,3.7,0.4815,16.2,6.0,3.0,37.0,91.4,32.8,29.3,0.333,0.0,0.333,0.5,0.143,0.333,619.0,330.0,289.0,53.3,6.7,0.874,20,Calgary Flames,/api/v1/teams/20,,,
20,2023,,31st,31st,22nd,31st,31st,28th,29th,30th,19th,18th,6th,7th,4th,10th,10th,27th,30th,31st,31st,32nd,32nd,2nd,1st,24th,6th,,,20,Calgary Flames,/api/v1/teams/20,25th,30th,31st
21,2023,9.0,7,2,0,14,77.8,3.4444,2.333333,0.8889,20.0,7.0,2.0,35.0,94.4,33.8889,28.6667,1.0,0.6,1.0,1.0,0.8,0.5,546.0,251.0,295.0,46.0,10.2,0.919,21,Colorado Avalanche,/api/v1/teams/21,,,
21,2023,,4th,5th,25th,4th,5th,10th,4th,22nd,14th,12th,2nd,10th,2nd,5th,5th,5th,4th,6th,2nd,7th,7th,10th,20th,26th,28th,,,21,Colorado Avalanche,/api/v1/teams/21,26th,6th,16th
22,2023,8.0,2,5,1,5,31.3,2.75,4.0,0.7778,24.1,7.0,9.0,29.0,72.7,31.25,30.125,0.4,0.0,0.667,0.667,0.333,0.2,491.0,251.0,240.0,51.1,8.8,0.867,22,Edmonton Oilers,/api/v1/teams/22,,,
22,2023,,30th,28th,21st,30th,30th,24th,31st,24th,9th,16th,29th,24th,27th,16th,15th,28th,31st,26th,28th,29th,29th,24th,21st,11th,15th,,,22,Edmonton Oilers,/api/v1/teams/22,22nd,31st,22nd
23,2023,9.0,6,2,1,13,72.2,4.0,2.333333,1.9091,26.7,8.0,8.0,30.0,77.1,28.1111,30.4444,1.0,0.25,1.0,1.0,0.75,0.6,488.0,244.0,244.0,50.0,14.2,0.923,23,Vancouver Canucks,/api/v1/teams/23,,,
23,2023,,6th,6th,12th,6th,6th,3rd,5th,2nd,6th,9th,20th,21st,17th,28th,17th,3rd,16th,9th,6th,9th,9th,26th,25th,14th,17th,,,23,Vancouver Canucks,/api/v1/teams/23,24th,5th,1st
24,2023,10.0,6,4,0,12,60.0,3.3,3.0,1.2143,18.2,6.0,12.0,33.0,76.9,28.1,32.4,0.667,0.5,0.75,1.0,0.25,0.833,556.0,246.0,310.0,44.2,11.7,0.907,24,Anaheim Ducks,/api/v1/teams/24,,,
24,2023,,8th,17th,26th,10th,14th,12th,13th,12th,16th,17th,32nd,14th,18th,29th,22nd,6th,10th,21st,8th,30th,30th,9th,24th,30th,31st,,,24,Anaheim Ducks,/api/v1/teams/24,32nd,12th,7th
25,2023,8.0,6,1,1,13,81.3,3.125,2.5,1.6667,8.7,2.0,2.0,23.0,92.6,29.75,32.75,0.75,0.75,0.0,1.0,0.667,0.8,494.0,257.0,237.0,52.0,10.5,0.924,25,Dallas Stars,/api/v1/teams/25,,,
25,2023,,5th,3rd,11th,5th,3rd,18th,6th,4th,31st,31st,3rd,32nd,3rd,21st,25th,13th,6th,1st,4th,12th,12th,22nd,18th,7th,9th,,,25,Dallas Stars,/api/v1/teams/25,4th,4th,13th
26,2023,9.0,5,2,2,12,66.7,4.3333,3.222222,1.2857,17.5,7.0,5.0,40.0,84.4,32.4444,27.8889,0.75,0.4,0.75,1.0,0.5,0.667,577.0,287.0,290.0,49.7,13.4,0.884,26,Los Angeles Kings,/api/v1/teams/26,,,
26,2023,,10th,7th,2nd,8th,8th,1st,18th,10th,17th,14th,10th,2nd,9th,12th,4th,15th,11th,22nd,9th,18th,18th,6th,7th,25th,19th,,,26,Los Angeles Kings,/api/v1/teams/26,19th,26th,2nd
28,2023,9.0,0,8,1,1,5.6,1.0,3.777778,0.2727,12.5,3.0,8.0,24.0,76.5,24.5556,38.3333,0.0,0.0,0.0,0.0,0.0,0.0,538.0,295.0,243.0,54.8,4.1,0.901,28,San Jose Sharks,/api/v1/teams/28,,,
28,2023,,32nd,32nd,23rd,32nd,32nd,32nd,30th,32nd,25th,30th,23rd,31st,20th,32nd,32nd,32nd,32nd,32nd,32nd,1st,1st,12th,5th,13th,2nd,,,28,San Jose Sharks,/api/v1/teams/28,23rd,15th,32nd
29,2023,9.0,3,4,2,8,44.4,2.5556,3.333333,0.7368,16.1,5.0,5.0,31.0,83.9,32.4444,32.7778,0.5,0.2,0.4,0.667,0.333,0.4,489.0,234.0,255.0,47.9,7.9,0.898,29,Columbus Blue Jackets,/api/v1/teams/29,,,
29,2023,,26th,22nd,7th,23rd,24th,26th,25th,25th,20th,20th,11th,19th,11th,13th,26th,23rd,22nd,29th,26th,28th,28th,25th,29th,17th,24th,,,29,Columbus Blue Jackets,/api/v1/teams/29,18th,19th,27th
30,2023,9.0,3,4,2,8,44.4,3.5556,4.111111,0.9583,13.9,5.0,9.0,36.0,67.9,31.4444,34.3333,0.5,0.2,1.0,1.0,0.4,0.25,531.0,247.0,284.0,46.5,11.3,0.88,30,Minnesota Wild,/api/v1/teams/30,,,
30,2023,,25th,21st,6th,22nd,23rd,8th,32nd,18th,24th,21st,28th,8th,32nd,15th,28th,24th,23rd,16th,14th,25th,25th,16th,23rd,23rd,27th,,,30,Minnesota Wild,/api/v1/teams/30,8th,28th,10th
52,2023,9.0,4,3,2,10,55.6,3.2222,3.333333,1.3571,11.8,4.0,9.0,34.0,71.9,33.1111,29.1111,0.6,0.25,1.0,0.75,0.333,0.667,537.0,256.0,281.0,47.7,9.7,0.885,52,Winnipeg Jets,/api/v1/teams/52,,,
52,2023,,17th,14th,5th,16th,18th,15th,24th,7th,27th,23rd,24th,13th,28th,8th,8th,18th,18th,13th,22nd,27th,27th,13th,19th,22nd,26th,,,52,Winnipeg Jets,/api/v1/teams/52,21st,25th,19th
53,2023,9.0,4,4,1,9,50.0,3.3333,2.777778,1.5385,23.7,9.0,9.0,38.0,71.0,29.1111,31.6667,0.6,0.25,0.8,0.6,0.667,0.333,534.0,267.0,267.0,50.0,11.5,0.912,53,Arizona Coyotes,/api/v1/teams/53,,,
53,2023,,21st,19th,18th,20th,20th,11th,7th,5th,10th,7th,25th,3rd,29th,24th,21st,19th,19th,19th,30th,14th,14th,15th,13th,18th,18th,,,53,Arizona Coyotes,/api/v1/teams/53,17th,9th,9th
54,2023,10.0,9,0,1,19,95.0,3.5,2.2,1.3529,22.9,8.0,3.0,35.0,89.7,28.8,29.9,0.833,1.0,1.0,1.0,1.0,0.8,571.0,295.0,276.0,51.7,12.2,0.926,54,Vegas Golden Knights,/api/v1/teams/54,,,
54,2023,,1st,1st,9th,1st,1st,9th,3rd,8th,11th,8th,4th,9th,6th,25th,14th,1st,1st,4th,1st,2nd,2nd,7th,4th,21st,10th,,,54,Vegas Golden Knights,/api/v1/teams/54,10th,2nd,5th
55,2023,10.0,3,5,2,8,40.0,2.4,3.3,0.7,25.0,7.0,6.0,28.0,76.9,32.0,32.5,0.286,0.333,0.4,0.75,0.4,0.0,581.0,286.0,295.0,49.2,7.5,0.898,55,Seattle Kraken,/api/v1/teams/55,,,
55,2023,,24th,27th,8th,24th,27th,27th,23rd,26th,8th,15th,16th,26th,19th,14th,23rd,22nd,21st,28th,25th,26th,26th,5th,8th,27th,21st,,,55,Seattle Kraken,/api/v1/teams/55,3rd,18th,28th
