,team_id,season,games_played,games_won,games_lost,games_lost_ot,points,points_pct,goals_per_game,goals_against_per_game,ev_gga_ratio,powerplay_pct,powerplay_goals,powerplay_goals_against,powerplay_opportunities,penaltykill_pct,shots_per_game,shots_allowed,win_when_score_first,win_when_opp_score_first,win_when_leading_first_per,win_when_leading_second_per,win_when_outshooting_opp,win_when_opp_outshooting,faceoffs_taken,faceoffs_won,faceoffs_lost,faceoff_win_pct,shooting_pct,save_pct
163,10,2021,82,54,21,7,115,70.1,3.805,3.073,1.1538,27.3,63.0,42.0,231.0,82.0,34.5732,30.622,0.795,0.5,0.829,0.909,0.642,0.679,4788.0,2636.0,2152.0,55.0,11.0,0.9
164,12,2021,82,54,20,8,116,70.7,3.378,2.439,1.383,22.0,51.0,33.0,232.0,88.0,34.122,28.1707,0.796,0.455,0.829,0.895,0.698,0.615,4853.0,2616.0,2237.0,53.9,9.9,0.913
165,13,2021,82,58,18,6,122,74.4,4.11,2.951,1.3457,24.4,64.0,53.0,262.0,79.5,37.3415,30.6707,0.773,0.632,0.879,0.975,0.672,0.75,4901.0,2364.0,2537.0,48.2,11.0,0.904
166,14,2021,82,51,23,8,110,67.1,3.476,2.78,1.2349,23.9,62.0,49.0,259.0,80.6,30.9146,29.7683,0.769,0.488,0.806,0.868,0.75,0.471,4669.0,2340.0,2329.0,50.1,11.2,0.907
167,15,2021,82,44,26,12,100,61.0,3.293,2.951,1.1401,18.8,48.0,44.0,256.0,80.4,31.4268,29.0,0.654,0.333,0.818,0.813,0.521,0.571,4724.0,2225.0,2499.0,47.1,10.5,0.898
168,16,2021,82,28,42,12,68,41.5,2.598,3.524,0.7448,19.2,47.0,53.0,245.0,76.2,28.8049,32.9634,0.622,0.111,0.6,0.714,0.435,0.259,4299.0,2134.0,2165.0,49.6,9.0,0.893
169,17,2021,82,32,40,10,74,45.1,2.768,3.78,0.7756,16.3,37.0,59.0,227.0,73.8,29.439,33.6707,0.629,0.213,0.737,0.821,0.567,0.3,4552.0,2247.0,2305.0,49.4,9.4,0.888
170,18,2021,82,45,30,7,97,59.1,3.195,3.049,1.051,24.4,63.0,59.0,258.0,79.2,29.7439,32.2683,0.744,0.333,0.857,0.939,0.543,0.568,4869.0,2495.0,2374.0,51.2,10.7,0.906
171,19,2021,82,49,22,11,109,66.5,3.768,2.915,1.1765,27.0,65.0,35.0,241.0,84.1,30.3902,31.5976,0.667,0.525,0.808,0.86,0.611,0.561,4516.0,2269.0,2247.0,50.2,12.4,0.908
172,20,2021,82,50,21,11,111,67.7,3.549,2.512,1.4173,22.9,54.0,42.0,236.0,83.2,35.4634,28.9512,0.722,0.393,0.821,0.93,0.683,0.35,4788.0,2446.0,2342.0,51.1,10.0,0.913
173,21,2021,82,56,19,7,119,72.6,3.756,2.829,1.2941,24.0,67.0,48.0,279.0,79.7,35.0488,32.0122,0.827,0.433,0.909,0.907,0.784,0.516,4899.0,2316.0,2583.0,47.3,10.7,0.912
174,22,2021,82,49,27,6,104,63.4,3.476,3.061,1.0462,26.0,61.0,52.0,235.0,79.4,34.0244,32.2805,0.879,0.408,0.966,0.921,0.595,0.622,4708.0,2414.0,2294.0,51.3,10.2,0.905
175,23,2021,82,40,30,12,92,56.1,3.0,2.817,1.0979,23.5,58.0,58.0,247.0,74.9,31.9756,31.8537,0.692,0.302,0.762,0.844,0.474,0.55,4625.0,2403.0,2222.0,52.0,9.4,0.912
176,24,2021,82,31,37,14,76,46.3,2.78,3.244,0.8298,21.9,48.0,43.0,219.0,80.8,29.1829,33.2317,0.595,0.15,0.714,0.778,0.484,0.34,4510.0,2174.0,2336.0,48.2,9.5,0.902
177,25,2021,82,46,30,6,98,59.8,2.841,2.976,0.9245,22.4,54.0,46.0,241.0,79.0,30.3171,31.0366,0.727,0.368,0.867,0.813,0.585,0.526,4812.0,2638.0,2174.0,54.8,9.4,0.904
178,26,2021,82,44,27,11,99,60.4,2.866,2.829,1.0196,16.1,40.0,53.0,248.0,76.7,34.939,28.5488,0.7,0.381,0.773,0.784,0.586,0.45,4447.0,2321.0,2126.0,52.2,8.2,0.901
179,28,2021,82,32,37,13,77,47.0,2.573,3.183,0.7933,19.0,41.0,33.0,216.0,85.2,29.2683,31.9756,0.605,0.205,0.652,0.833,0.333,0.417,4570.0,2267.0,2303.0,49.6,8.8,0.9
180,29,2021,82,37,38,7,81,49.4,3.146,3.622,0.8271,18.6,41.0,51.0,220.0,78.6,30.0366,35.2073,0.6,0.34,0.667,0.714,0.593,0.382,4654.0,2256.0,2398.0,48.5,10.5,0.897
181,30,2021,82,53,22,7,113,68.9,3.72,3.037,1.3709,20.5,53.0,63.0,258.0,76.1,32.5122,31.4268,0.8,0.459,0.912,0.921,0.63,0.657,4815.0,2294.0,2521.0,47.6,11.4,0.903
182,52,2021,82,39,32,11,89,54.3,3.049,3.085,0.963,21.1,52.0,58.0,247.0,75.0,32.2561,33.1829,0.6,0.357,0.56,0.931,0.528,0.435,4458.0,2262.0,2196.0,50.7,9.5,0.907
183,53,2021,82,25,50,7,57,34.8,2.512,3.768,0.7104,13.9,28.0,64.0,202.0,75.0,25.8659,35.4878,0.444,0.236,0.615,0.867,0.3,0.31,4454.0,2105.0,2349.0,47.3,9.7,0.894
184,54,2021,82,43,31,8,94,57.3,3.195,2.976,1.1024,18.4,39.0,47.0,212.0,77.4,34.5122,29.9756,0.689,0.324,0.759,0.886,0.5,0.545,4760.0,2348.0,2412.0,49.3,9.3,0.901
185,55,2021,82,27,49,6,60,36.6,2.598,3.463,0.8042,14.6,32.0,56.0,220.0,74.9,29.0244,28.8659,0.484,0.235,0.619,0.739,0.41,0.231,4519.0,2154.0,2365.0,47.7,8.9,0.88
186,1,2022,82,52,22,8,112,68.3,3.5244,2.707317,1.2792,21.9,49.0,40.0,224.0,82.6,34.4024,28.2317,0.75,0.524,0.783,0.919,0.614,0.667,4717.0,2418.0,2299.0,51.3,10.2,0.904
187,2,2022,82,42,31,9,93,56.7,2.9512,2.646341,1.2138,15.8,35.0,39.0,222.0,82.2,30.7805,31.0244,0.628,0.395,0.64,0.818,0.6,0.429,4462.0,2308.0,2154.0,51.7,9.6,0.915
188,3,2022,82,47,22,13,107,65.2,3.3293,2.634146,1.1895,24.1,59.0,42.0,245.0,81.2,31.4878,29.3293,0.744,0.385,0.742,0.743,0.6,0.556,4449.0,2183.0,2266.0,49.1,10.6,0.91
189,4,2022,82,31,38,13,75,45.7,2.6829,3.365854,0.8793,15.6,35.0,59.0,225.0,74.7,29.4634,31.5244,0.531,0.28,0.706,0.88,0.389,0.386,4581.0,2095.0,2486.0,45.7,9.1,0.893
190,5,2022,82,40,31,11,91,55.5,3.1829,3.207317,0.9767,21.7,63.0,55.0,290.0,79.1,34.3659,32.7683,0.585,0.39,0.636,0.757,0.605,0.324,4748.0,2472.0,2276.0,52.1,9.3,0.902
191,6,2022,82,65,12,5,135,82.3,3.6707,2.121951,1.7456,22.2,62.0,36.0,279.0,87.3,32.9634,29.8415,0.915,0.629,0.947,0.94,0.725,0.9,4693.0,2557.0,2136.0,54.5,11.1,0.929
192,7,2022,82,42,33,7,91,55.5,3.5732,3.621951,0.9657,23.4,63.0,61.0,269.0,73.0,32.5,33.0488,0.744,0.302,0.783,0.871,0.512,0.513,4763.0,2149.0,2614.0,45.1,11.0,0.89
193,8,2022,82,31,45,6,68,41.5,2.7683,3.719512,0.806,16.1,38.0,75.0,236.0,72.7,27.2805,33.5732,0.5,0.292,0.65,0.75,0.542,0.316,4505.0,2184.0,2321.0,48.5,10.1,0.889
194,9,2022,82,39,35,8,86,52.4,3.1585,3.292683,0.8531,23.5,72.0,59.0,306.0,80.1,33.4878,31.3659,0.722,0.283,0.778,0.867,0.574,0.353,4906.0,2524.0,2382.0,51.5,9.4,0.895
195,10,2022,82,50,21,11,111,67.7,3.3902,2.682927,1.2958,26.0,64.0,45.0,246.0,81.8,32.0488,29.5122,0.717,0.472,0.774,0.841,0.625,0.576,4415.0,2344.0,2071.0,53.1,10.6,0.909
196,12,2022,82,52,21,9,113,68.9,3.1951,2.560976,1.2429,19.8,50.0,40.0,253.0,84.4,34.7805,26.0,0.816,0.364,0.81,0.875,0.662,0.538,4953.0,2618.0,2335.0,52.9,9.2,0.902
197,13,2022,82,42,32,8,92,56.1,3.5122,3.317073,1.2,22.8,63.0,70.0,276.0,76.0,36.8171,31.7439,0.682,0.316,0.771,0.865,0.528,0.5,4983.0,2437.0,2546.0,48.9,9.5,0.896
198,14,2022,82,46,30,6,98,59.8,3.4146,3.073171,1.0802,25.4,71.0,53.0,280.0,79.7,31.9634,31.4878,0.721,0.395,0.867,0.903,0.605,0.486,4580.0,2365.0,2215.0,51.6,10.7,0.902
199,15,2022,82,35,37,10,80,48.8,3.0854,3.182927,0.9454,21.2,52.0,41.0,245.0,81.9,31.0854,31.0732,0.568,0.311,0.63,0.781,0.568,0.275,4683.0,2320.0,2363.0,49.5,9.9,0.898
200,16,2022,82,26,49,7,59,36.0,2.4634,3.646341,0.649,16.4,38.0,55.0,232.0,76.2,26.9512,33.6341,0.581,0.157,0.588,0.706,0.316,0.333,4469.0,2355.0,2114.0,52.7,9.1,0.892
201,17,2022,82,35,37,10,80,48.8,2.8902,3.353659,0.7978,21.1,57.0,54.0,270.0,78.3,28.1951,30.439,0.548,0.3,0.667,0.88,0.452,0.447,4537.0,2229.0,2308.0,49.1,10.3,0.89
202,18,2022,82,42,32,8,92,56.1,2.7195,2.878049,0.9542,17.6,44.0,48.0,250.0,82.5,29.5,33.2805,0.696,0.278,0.813,0.867,0.552,0.5,4492.0,2346.0,2146.0,52.2,9.2,0.914
203,19,2022,82,37,38,7,81,49.4,3.1707,3.634146,0.9628,19.3,46.0,60.0,238.0,72.3,28.5488,32.3415,0.667,0.225,0.762,0.9,0.391,0.481,4434.0,2150.0,2284.0,48.5,11.1,0.888
204,20,2022,82,38,27,17,93,56.7,3.1463,3.012195,1.0769,19.8,50.0,47.0,252.0,82.6,35.9512,27.3171,0.643,0.256,0.815,0.824,0.475,0.368,5027.0,2531.0,2496.0,50.4,8.8,0.89
205,21,2022,82,51,24,7,109,66.5,3.3415,2.719512,1.2,24.5,64.0,52.0,261.0,79.0,33.2561,30.9634,0.774,0.321,0.861,0.837,0.674,0.531,4830.0,2256.0,2574.0,46.7,10.0,0.912
206,22,2022,82,50,23,9,109,66.5,3.9634,3.121951,1.1361,32.4,89.0,64.0,275.0,77.0,33.5854,31.3659,0.727,0.474,0.788,0.85,0.727,0.459,4888.0,2484.0,2404.0,50.8,11.8,0.9
207,23,2022,82,38,37,7,83,50.6,3.2927,3.609756,0.8756,22.7,62.0,69.0,273.0,71.6,29.7317,30.8171,0.561,0.366,0.654,0.808,0.417,0.513,4593.0,2273.0,2320.0,49.5,11.1,0.883
208,24,2022,82,23,47,12,58,35.4,2.5122,4.085366,0.6356,15.7,36.0,78.0,229.0,72.1,28.3659,39.1098,0.36,0.246,0.563,0.8,0.545,0.217,4750.0,2220.0,2530.0,46.7,8.9,0.896
209,25,2022,82,47,21,14,108,65.9,3.4268,2.621951,1.2069,25.0,64.0,40.0,256.0,83.5,31.9146,29.9024,0.745,0.29,0.818,0.939,0.622,0.455,4765.0,2609.0,2156.0,54.8,10.7,0.912
210,26,2022,82,47,25,10,104,63.4,3.3415,3.097561,1.0563,25.3,68.0,65.0,269.0,75.8,32.4146,27.9146,0.78,0.366,0.786,0.872,0.61,0.389,4572.0,2438.0,2134.0,53.3,10.3,0.889
211,28,2022,82,22,44,16,60,36.6,2.8415,3.841463,0.7682,18.4,41.0,43.0,223.0,82.4,29.4512,32.1951,0.372,0.154,0.4,0.652,0.29,0.261,4862.0,2479.0,2383.0,51.0,9.6,0.881
212,29,2022,82,25,48,9,59,36.0,2.5976,4.012195,0.619,18.3,41.0,59.0,224.0,75.1,29.2561,35.4146,0.483,0.208,0.6,0.846,0.368,0.3,4795.0,2332.0,2463.0,48.6,8.9,0.887
213,30,2022,82,46,25,11,103,62.8,2.9146,2.670732,1.0286,21.4,54.0,46.0,252.0,82.0,30.9146,31.122,0.738,0.385,0.885,0.912,0.537,0.59,4574.0,2181.0,2393.0,47.7,9.4,0.914
214,52,2022,82,46,33,3,95,57.9,3.0,2.731707,1.0816,19.3,52.0,42.0,270.0,82.4,30.3171,30.3293,0.721,0.385,0.75,0.919,0.632,0.524,4463.0,2184.0,2279.0,48.9,9.9,0.91
215,53,2022,82,28,40,14,70,42.7,2.7439,3.597561,0.8389,18.9,45.0,81.0,238.0,74.6,25.8415,35.0488,0.563,0.184,0.5,0.813,0.5,0.319,4635.0,2127.0,2508.0,45.9,10.6,0.897
216,54,2022,82,51,22,9,111,67.7,3.2561,2.743902,1.1761,20.3,42.0,44.0,207.0,77.4,31.5488,30.8902,0.826,0.361,0.857,0.919,0.692,0.541,4679.0,2445.0,2234.0,52.2,10.3,0.911
217,55,2022,82,46,28,8,100,61.0,3.5244,3.073171,1.2981,19.8,48.0,55.0,243.0,76.7,30.4512,27.0122,0.762,0.35,0.862,0.897,0.6,0.458,4515.0,2046.0,2469.0,45.3,11.6,0.886
218,1,2023,8,5,2,1,11,68.8,4.125,3.625,0.6842,42.4,14.0,8.0,33.0,75.0,32.625,30.625,1.0,0.571,0.0,0.6,0.6,0.667,457.0,235.0,222.0,51.4,12.6,0.882
219,2,2023,8,4,2,2,10,62.5,2.625,2.875,1.1538,16.0,4.0,6.0,25.0,79.3,33.0,34.75,0.667,0.0,1.0,0.75,0.667,0.25,462.0,249.0,213.0,53.9,8.0,0.917
220,3,2023,9,7,2,0,14,77.8,3.1111,2.0,1.0,34.4,11.0,5.0,32.0,83.9,28.2222,26.2222,0.833,0.667,1.0,1.0,0.8,0.75,492.0,268.0,224.0,54.5,11.0,0.924
221,4,2023,10,4,5,1,9,45.0,3.2,3.3,0.913,11.4,4.0,6.0,35.0,77.8,33.3,26.7,0.8,0.0,0.667,0.8,0.571,0.0,593.0,283.0,310.0,47.7,9.6,0.876
222,5,2023,9,3,6,0,6,33.3,2.8889,3.222222,0.9545,14.8,4.0,5.0,27.0,82.1,36.0,28.7778,0.333,0.333,0.333,0.667,0.143,1.0,540.0,307.0,233.0,56.9,8.0,0.888
223,6,2023,9,8,0,1,17,94.4,3.2222,1.555556,1.8889,16.7,5.0,1.0,30.0,97.3,31.1111,29.4444,1.0,0.8,1.0,0.833,1.0,0.8,534.0,263.0,271.0,49.2,10.4,0.947
224,7,2023,10,5,5,0,10,50.0,3.2,2.9,1.25,10.0,3.0,4.0,30.0,90.0,28.5,31.3,0.8,0.2,1.0,1.0,0.75,0.333,595.0,272.0,323.0,45.7,11.2,0.907
225,8,2023,9,5,2,2,12,66.7,3.0,3.111111,2.2857,20.0,7.0,11.0,35.0,75.0,29.8889,35.2222,0.6,0.5,0.5,1.0,0.5,0.571,499.0,262.0,237.0,52.5,10.0,0.912
226,9,2023,8,4,4,0,8,50.0,4.0,3.25,1.2941,21.1,8.0,7.0,38.0,75.9,34.5,29.875,0.667,0.0,0.8,1.0,0.5,0.5,487.0,262.0,225.0,53.8,11.6,0.891
227,10,2023,9,5,3,1,11,61.1,3.2222,3.111111,0.8235,31.2,10.0,8.0,32.0,74.2,33.2222,29.2222,0.75,0.4,1.0,1.0,0.429,1.0,522.0,269.0,253.0,51.5,9.7,0.894
228,12,2023,10,6,4,0,12,60.0,3.6,3.7,1.1053,25.0,10.0,10.0,40.0,75.0,35.0,26.1,0.75,0.5,1.0,1.0,0.714,1.0,637.0,327.0,310.0,51.3,10.3,0.858
229,13,2023,8,4,3,1,9,56.3,2.75,2.875,1.1667,14.3,4.0,9.0,28.0,67.9,34.25,29.75,0.667,0.4,0.667,0.75,0.4,0.667,482.0,243.0,239.0,50.4,8.0,0.903
230,14,2023,9,4,2,3,11,61.1,3.5556,3.111111,0.95,33.3,10.0,3.0,30.0,86.4,29.5556,35.6667,1.0,0.0,0.8,0.75,1.0,0.167,498.0,262.0,236.0,52.6,12.0,0.913
231,15,2023,8,4,3,1,9,56.3,2.125,3.25,0.5556,12.0,3.0,7.0,25.0,75.0,29.625,30.375,1.0,0.429,1.0,1.0,0.5,0.5,440.0,199.0,241.0,45.2,7.2,0.893
232,16,2023,9,3,6,0,6,33.3,2.1111,3.555556,0.48,9.1,3.0,4.0,33.0,86.7,26.3333,34.2222,0.25,0.4,0.0,1.0,1.0,0.286,508.0,208.0,300.0,40.9,8.0,0.896
233,17,2023,10,6,3,1,13,65.0,4.0,3.1,1.4444,32.4,12.0,7.0,37.0,81.1,31.0,31.4,0.6,0.6,1.0,1.0,0.5,0.667,561.0,288.0,273.0,51.3,12.9,0.901
234,18,2023,9,4,5,0,8,44.4,2.7778,2.888889,1.0909,21.1,8.0,9.0,38.0,69.0,30.8889,28.7778,0.75,0.2,0.667,1.0,0.5,0.333,495.0,241.0,254.0,48.7,9.0,0.9
235,19,2023,8,3,4,1,7,43.8,1.75,2.875,0.6667,4.0,1.0,5.0,25.0,78.3,25.125,32.5,1.0,0.167,1.0,1.0,1.0,0.333,464.0,225.0,239.0,48.5,7.0,0.912
236,20,2023,10,2,7,1,5,25.0,2.2,3.7,0.4815,16.2,6.0,3.0,37.0,91.4,32.8,29.3,0.333,0.0,0.333,0.5,0.143,0.333,619.0,330.0,289.0,53.3,6.7,0.874
237,21,2023,9,7,2,0,14,77.8,3.4444,2.333333,0.8889,20.0,7.0,2.0,35.0,94.4,33.8889,28.6667,1.0,0.6,1.0,1.0,0.8,0.5,546.0,251.0,295.0,46.0,10.2,0.919
238,22,2023,8,2,5,1,5,31.3,2.75,4.0,0.7778,24.1,7.0,9.0,29.0,72.7,31.25,30.125,0.4,0.0,0.667,0.667,0.333,0.2,491.0,251.0,240.0,51.1,8.8,0.867
239,23,2023,9,6,2,1,13,72.2,4.0,2.333333,1.9091,26.7,8.0,8.0,30.0,77.1,28.1111,30.4444,1.0,0.25,1.0,1.0,0.75,0.6,488.0,244.0,244.0,50.0,14.2,0.923
240,24,2023,10,6,4,0,12,60.0,3.3,3.0,1.2143,18.2,6.0,12.0,33.0,76.9,28.1,32.4,0.667,0.5,0.75,1.0,0.25,0.833,556.0,246.0,310.0,44.2,11.7,0.907
241,25,2023,8,6,1,1,13,81.3,3.125,2.5,1.6667,8.7,2.0,2.0,23.0,92.6,29.75,32.75,0.75,0.75,0.0,1.0,0.667,0.8,494.0,257.0,237.0,52.0,10.5,0.924
242,26,2023,9,5,2,2,12,66.7,4.3333,3.222222,1.2857,17.5,7.0,5.0,40.0,84.4,32.4444,27.8889,0.75,0.4,0.75,1.0,0.5,0.667,577.0,287.0,290.0,49.7,13.4,0.884
243,28,2023,9,0,8,1,1,5.6,1.0,3.777778,0.2727,12.5,3.0,8.0,24.0,76.5,24.5556,38.3333,0.0,0.0,0.0,0.0,0.0,0.0,538.0,295.0,243.0,54.8,4.1,0.901
244,29,2023,9,3,4,2,8,44.4,2.5556,3.333333,0.7368,16.1,5.0,5.0,31.0,83.9,32.4444,32.7778,0.5,0.2,0.4,0.667,0.333,0.4,489.0,234.0,255.0,47.9,7.9,0.898
245,30,2023,9,3,4,2,8,44.4,3.5556,4.111111,0.9583,13.9,5.0,9.0,36.0,67.9,31.4444,34.3333,0.5,0.2,1.0,1.0,0.4,0.25,531.0,247.0,284.0,46.5,11.3,0.88
246,52,2023,9,4,3,2,10,55.6,3.2222,3.333333,1.3571,11.8,4.0,9.0,34.0,71.9,33.1111,29.1111,0.6,0.25,1.0,0.75,0.333,0.667,537.0,256.0,281.0,47.7,9.7,0.885
247,53,2023,9,4,4,1,9,50.0,3.3333,2.777778,1.5385,23.7,9.0,9.0,38.0,71.0,29.1111,31.6667,0.6,0.25,0.8,0.6,0.667,0.333,534.0,267.0,267.0,50.0,11.5,0.912
248,54,2023,10,9,0,1,19,95.0,3.5,2.2,1.3529,22.9,8.0,3.0,35.0,89.7,28.8,29.9,0.833,1.0,1.0,1.0,1.0,0.8,571.0,295.0,276.0,51.7,12.2,0.926
249,55,2023,10,3,5,2,8,40.0,2.4,3.3,0.7,25.0,7.0,6.0,28.0,76.9,32.0,32.5,0.286,0.333,0.4,0.75,0.4,0.0,581.0,286.0,295.0,49.2,7.5,0.898
