team_id,season,stat.gamesPlayed,stat.wins,stat.losses,stat.ot,stat.pts,stat.ptPctg,stat.goalsPerGame,stat.goalsAgainstPerGame,stat.evGGARatio,stat.powerPlayPercentage,stat.powerPlayGoals,stat.powerPlayGoalsAgainst,stat.powerPlayOpportunities,stat.penaltyKillPercentage,stat.shotsPerGame,stat.shotsAllowed,stat.winScoreFirst,stat.winOppScoreFirst,stat.winLeadFirstPer,stat.winLeadSecondPer,stat.winOutshootOpp,stat.winOutshotByOpp,stat.faceOffsTaken,stat.faceOffsWon,stat.faceOffsLost,stat.faceOffWinPercentage,stat.shootingPctg,stat.savePctg,team.id,team.name,team.link,stat.penaltyKillOpportunities,stat.savePctRank,stat.shootingPctRank
29,2019,70.0,33,22,15,81,57.9,2.571,2.614,1.0246,16.4,31.0,31.0,189.0,81.7,32.4571,29.8857,0.667,0.265,0.579,0.667,0.385,0.6,3883.0,1883.0,2000.0,48.5,7.9,0.913,29.0,Columbus Blue Jackets,/api/v1/teams/29,,,
29,2019,,21st,7th,1st,11th,13th,27th,3rd,15th,27th,28th,2nd,27th,12th,8th,7th,14th,22nd,29th,29th,27th,27th,27th,26th,16th,26th,,,29.0,Columbus Blue Jackets,/api/v1/teams/29,1st,7th,29th
30,2019,69.0,35,27,7,77,55.8,3.159,3.145,1.1143,21.3,46.0,47.0,216.0,77.2,30.1014,30.6522,0.676,0.343,0.704,0.75,0.63,0.405,4016.0,1945.0,2071.0,48.4,10.5,0.897,30.0,Minnesota Wild,/api/v1/teams/30,,,
30,2019,,20th,19th,22nd,21st,21st,12th,24th,7th,11th,10th,24th,10th,25th,25th,11th,21st,18th,22nd,27th,1st,1st,11th,23rd,25th,27th,,,30.0,Minnesota Wild,/api/v1/teams/30,13th,29th,7th
52,2019,71.0,37,28,6,80,56.3,3.0,2.831,0.9718,20.5,42.0,39.0,205.0,77.6,31.2958,32.6056,0.719,0.359,0.857,0.96,0.419,0.583,3969.0,1988.0,1981.0,50.1,9.6,0.913,52.0,Winnipeg Jets,/api/v1/teams/52,,,
52,2019,,12th,20th,25th,15th,20th,17th,10th,21st,15th,17th,13th,18th,22nd,17th,25th,20th,6th,4th,3rd,23rd,23rd,20th,19th,13th,15th,,,52.0,Winnipeg Jets,/api/v1/teams/52,2nd,5th,15th
53,2019,70.0,33,29,8,74,52.9,2.714,2.614,1.0236,19.2,41.0,34.0,214.0,82.7,31.7143,32.4286,0.667,0.265,0.692,0.815,0.452,0.5,3982.0,1956.0,2026.0,49.1,8.6,0.919,53.0,Arizona Coyotes,/api/v1/teams/53,,,
53,2019,,22nd,22nd,17th,22nd,22nd,23rd,4th,16th,18th,20th,7th,12th,5th,14th,23rd,17th,24th,23rd,23rd,18th,18th,17th,22nd,20th,21st,,,53.0,Arizona Coyotes,/api/v1/teams/53,10th,3rd,24th
54,2019,71.0,39,24,8,86,60.6,3.155,2.944,1.0417,22.0,42.0,50.0,191.0,76.6,34.507,29.3239,0.765,0.351,0.76,0.886,0.596,0.55,4205.0,2103.0,2102.0,50.0,9.1,0.9,54.0,Vegas Golden Knights,/api/v1/teams/54,,,
54,2019,,8th,10th,13th,7th,8th,13th,13th,11th,9th,14th,27th,26th,27th,1st,3rd,8th,9th,14th,9th,5th,5th,3rd,6th,27th,16th,,,54.0,Vegas Golden Knights,/api/v1/teams/54,20th,25th,21st
